time,motor.m1,motor.m2,motor.m3,motor.m4,
22146,0,0,0,0,
22246,0,0,0,0,
22346,0,0,0,0,
22446,0,0,0,0,
22546,0,0,0,0,
22646,0,0,0,0,
22746,0,0,0,0,
22846,0,0,0,0,
22946,0,0,0,0,
23046,0,0,0,0,
23146,0,0,0,0,
23246,0,0,0,0,
23346,0,0,0,0,
23446,0,0,0,0,
23546,0,0,0,0,
23646,0,0,0,0,
23746,0,0,0,0,
23846,0,0,0,0,
23946,0,0,0,0,
24046,0,0,0,0,
24146,0,0,0,0,
24246,37280,37128,34216,34304,
24346,36128,39666,31196,35138,
24446,46918,28840,28164,49806,
24546,26416,31696,46360,34144,
24646,50381,51119,53075,41805,
24746,65215,44293,48827,53669,
24846,34744,11604,5998,27654,
24946,0,30859,41907,9175,
25046,40661,14783,2569,32383,
25146,29614,45416,46920,26726,
25246,62172,65535,62172,42596,
25346,2284,32174,46760,41750,
25446,51473,46497,12169,33837,
25546,35538,39154,45372,49044,
25646,45188,41442,45256,45886,
25746,40211,46757,46141,44887,
25846,43915,47577,40943,38489,
25946,35447,40929,38755,32989,
26046,33632,31348,33960,34248,
26146,42205,41383,40293,35815,
26246,44796,41650,41812,43386,
26346,45934,47346,38538,38494,
26446,42106,42266,41570,39706,
26546,41811,42307,41839,37467,
26646,42721,38571,41079,38637,
26746,39657,41011,41357,36271,
26846,37708,38916,43540,38376,
26946,39194,37494,41896,39424,
27046,41438,39892,42324,39006,
27146,42723,41867,42371,39827,
27246,44151,41321,42195,42057,
27346,41153,41337,45511,41691,
27446,43083,43363,42865,39957,
27546,40817,39881,44333,41589,
27646,41192,43268,42804,37320,
27746,40508,42284,44948,39000,
27846,43142,39950,40510,40094,
27946,42361,41481,42313,40001,
28046,42776,44018,42818,39024,
28146,42569,42879,42211,39689,
28246,42473,45255,43149,39683,
28346,42542,41716,41328,41590,
28446,38378,41574,42890,39174,
28546,39869,42031,43175,39745,
28646,42188,45732,40182,36250,
28746,42020,41988,41512,39276,
28846,39459,40855,43987,39719,
28946,40596,40232,42346,37450,
29046,42689,37045,41567,39167,
29146,42167,40011,43825,37661,
29246,43153,42109,44887,36303,
29346,43659,42599,44589,36133,
29446,44083,42453,45329,37099,
29546,41600,40874,44756,36078,
29646,42164,38990,44082,36408,
29746,43627,39241,43569,36807,
29846,44805,39315,45755,39561,
29946,44445,40011,45839,37601,
30046,46012,40334,44636,38030,
30146,44558,41308,45230,35872,
30246,41072,37442,45184,36594,
30346,43071,37215,43875,36375,
30446,43855,39091,45563,37487,
30546,42063,38959,45985,36809,
30646,41936,39436,44866,35986,
30746,44596,38646,44264,37978,
30846,43982,41180,46738,38368,
30946,45094,41358,44588,38072,
31046,41711,40973,47281,38615,
31146,41520,42154,45368,35850,
31246,43863,39575,44053,38009,
31346,41526,40076,45096,36530,
31446,42338,39536,44392,36170,
31546,41508,40064,45280,36576,
31646,42039,37503,44257,38657,
31746,42407,39975,44771,37707,
31846,41987,39329,44643,38293,
31946,42462,38706,43722,38086,
32046,43093,41273,44749,38665,
32146,41828,41486,45510,39548,
32246,42846,39896,44986,41040,
32346,42541,39517,42241,42553,
32446,40510,43976,43764,36670,
32546,40541,39661,45785,39913,
32646,44440,39336,41606,41298,
32746,41505,42311,44723,36957,
32846,41252,39418,47536,39702,
32946,41996,38268,44762,39666,
33046,44929,38957,42903,37491,
33146,42868,39974,42434,38004,
33246,43041,38105,45121,39925,
33346,44000,38866,43440,40094,
33446,43842,40300,42888,39122,
33546,42779,39785,43899,37489,
33646,44337,40627,43027,37713,
33746,42474,41626,43592,37264,
33846,42729,40913,43613,37345,
33946,45657,41281,42753,37989,
34046,43708,41804,43030,36498,
34146,42321,38883,44787,36877,
34246,41930,39466,43920,36816,
34346,43314,40252,42924,39850,
34446,42797,40845,44401,38881,
34546,43370,41884,44288,38606,
34646,42394,41150,43398,37330,
34746,43851,40071,42799,36263,
34846,43630,39198,45542,37638,
34946,44748,39148,44190,38690,
35046,43761,42019,44821,36551,
35146,43177,40229,44707,38463,
35246,45373,40179,43101,38067,
35346,43267,40999,43293,37213,
35446,42063,40665,44383,37753,
35546,42330,42180,45060,35922,
35646,43857,41215,44315,36945,
35746,43803,40641,43219,37421,
35846,42533,39811,44227,37217,
35946,42061,40329,46285,38685,
36046,43287,40945,44945,37799,
36146,43168,43582,46054,38828,
36246,42023,44355,44525,38085,
36346,41078,39922,45124,38940,
36446,44483,37815,42167,40951,
36546,42683,45547,43007,34955,
36646,42621,42435,44313,41063,
36746,41315,43319,45327,38967,
36846,43675,41715,41929,40265,
36946,43156,41780,41370,41306,
37046,40774,42784,40440,38366,
37146,40370,44704,41142,38812,
37246,39918,43040,43652,41450,
37346,43015,43073,41153,40707,
37446,40388,43734,44370,37620,
37546,43076,40996,41682,38546,
37646,44675,42103,41009,41241,
37746,41103,43891,43419,39523,
37846,44322,42766,39138,39914,
37946,41716,44164,42086,39066,
38046,41115,43927,42865,39313,
38146,41810,42294,43128,40420,
38246,43434,39804,40306,41876,
38346,41871,42403,43645,39193,
38446,40856,42326,44014,36740,
38546,40979,43961,42673,37543,
38646,40743,41681,43897,40627,
38746,42362,42100,44586,39804,
38846,42920,45226,43576,38614,
38946,43327,42655,43379,39863,
39046,42125,42897,44003,38991,
39146,41403,43849,43065,38699,
39246,41667,42749,41655,37845,
39346,41790,41562,41386,38594,
39446,41413,43015,42945,38623,
39546,42214,42842,41870,38926,
39646,42560,42606,41412,39310,
39746,41240,41768,41188,38908,
39846,44000,43500,41786,41698,
39946,42075,42767,41785,40341,
40046,41991,43109,41277,39459,
40146,43255,43447,41365,40469,
40246,41308,43820,41772,39056,
40346,41852,44534,43150,40136,
40446,43052,42234,40768,41394,
40546,42705,44861,41865,39321,
40646,43931,44419,40521,40137,
40746,42276,43132,41298,39938,
40846,42118,41710,41872,40944,
40946,43270,42844,41742,41468,
41046,41568,43740,43216,40248,
41146,43241,42819,42309,41343,
41246,41923,43529,41835,39861,
41346,43978,43154,39714,40530,
41446,41282,43764,41630,40140,
41546,42727,42853,40049,41175,
41646,41960,44954,41502,39740,
41746,42494,43574,41742,41186,
41846,41386,43366,41538,40922,
41946,43153,43497,41071,41331,
42046,41253,44643,43125,39687,
42146,41461,40803,42575,40537,
42246,40939,42909,43645,40235,
42346,43651,43983,41847,39651,
42446,43016,44432,42164,39988,
42546,42847,42961,42085,41555,
42646,42477,44273,41693,40157,
42746,42395,44351,41149,39289,
42846,40236,44122,43236,40474,
42946,42767,43175,41443,42063,
43046,41321,43317,40603,40071,
43146,41764,43054,40910,41360,
43246,42230,43716,41052,41330,
43346,40239,45179,42777,39729,
43446,42354,42306,41740,42136,
43546,41438,40938,40866,43014,
43646,40278,43812,40496,38942,
43746,39532,44268,43728,41496,
43846,40203,44231,45857,41593,
43946,41187,44581,42287,40573,
44046,41686,45006,41566,40434,
44146,39210,43310,43850,41354,
44246,40902,42732,39608,39586,
44346,41001,44649,41397,40457,
44446,39399,44655,41795,39259,
44546,41361,44315,41211,40237,
44646,42264,46014,41338,40672,
44746,42583,41797,42375,43345,
44846,39335,45285,43837,39731,
44946,42494,44728,40748,40274,
45046,40740,42500,43552,41192,
45146,41222,43776,42034,41100,
45246,42267,45715,40837,40545,
45346,45007,42339,38523,40467,
45446,38464,44360,42668,41872,
45546,42388,42532,39682,42714,
45646,39031,42487,43255,41331,
45746,37873,46851,43397,39035,
45846,43923,44621,38569,40647,
45946,42615,43189,40945,41815,
46046,40886,43756,41198,42384,
46146,41591,44403,41553,40949,
46246,42107,42703,41431,42567,
46346,41336,42384,39628,43592,
46446,41630,42144,39320,43666,
46546,40590,43362,41038,42806,
46646,38464,44024,41250,41658,
46746,40341,43429,41309,43237,
46846,39684,43402,40986,41496,
46946,40513,44911,41647,41613,
47046,41162,44592,39822,42228,
47146,41151,44009,40697,42167,
47246,40182,45806,42912,38844,
47346,40519,42379,42039,41847,
47446,39906,42726,42594,41810,
47546,39087,45075,41049,39989,
47646,40376,43368,41540,42180,
47746,40214,41960,42560,43170,
47846,38762,44866,42874,41870,
47946,39576,44138,43342,41968,
48046,40448,44178,41478,40596,
48146,37367,43967,43617,42733,
48246,38217,43751,43185,42147,
48346,42104,45608,41888,40300,
48446,41163,44763,41179,42863,
48546,37469,42935,43955,40605,
48646,39445,43641,42531,41391,
48746,38208,45508,41482,39662,
48846,40493,45753,39933,41569,
48946,42818,42546,38864,43112,
49046,38470,43908,43432,40174,
49146,39727,46455,41067,39415,
49246,45660,42680,39076,44260,
49346,40186,44932,44890,40108,
49446,41762,45914,40280,40404,
49546,40536,39618,44180,43114,
49646,42377,45069,39061,42877,
49746,40964,43518,44038,42216,
49846,41912,43606,39274,43812,
49946,38085,45665,42181,40549,
50046,40937,40451,42635,42465,
50146,41383,42485,40707,42969,
50246,43068,44850,39472,40682,
50346,41090,45030,43178,40914,
50446,38982,43322,44358,41698,
50546,39846,42852,43324,39806,
50646,40082,42400,42284,41638,
50746,40473,42829,42403,44391,
50846,40479,45251,42511,40655,
50946,39824,46278,42934,40172,
51046,40772,44498,42584,41938,
51146,40013,44557,42183,41911,
51246,43156,42586,41740,41430,
51346,41016,42636,44054,44230,
51446,42596,42320,42494,43758,
