time,acc.x,acc.y,acc.z,
31749,-0.0008007232681848109,-0.008882487192749977,0.9988008141517639,
31849,-0.0016253672074526548,-0.009130105376243591,1.002239465713501,
31949,-0.0022878742311149836,-0.010655548423528671,0.9997866153717041,
32049,-0.002437489340081811,-0.0096674095839262,1.0003173351287842,
32149,-0.002470859559252858,-0.009568174369633198,0.9987992644309998,
32249,-0.0019662564154714346,-0.009657167829573154,1.0006062984466553,
32349,-0.002009600168094039,-0.008798879571259022,0.9995240569114685,
32449,-0.0015345662832260132,-0.009651237167418003,0.9985618591308594,
32549,-0.001935404259711504,-0.008842389099299908,0.9993395805358887,
32649,-0.003257476259022951,-0.008661371655762196,1.0004918575286865,
32749,-0.0008352406439371407,-0.010502777062356472,1.0009312629699707,
32849,-0.0020826375111937523,-0.009204583242535591,0.9991931915283203,
32949,-0.002801757538691163,-0.007894100621342659,0.9995206594467163,
33049,-0.0025701557751744986,-0.007482166867703199,0.9986028075218201,
33149,-0.0015693831956014037,-0.008821694180369377,0.9994478821754456,
33249,-0.003286456922069192,-0.00853026658296585,0.9990837574005127,
33350,-0.002750539220869541,-0.00815487839281559,1.0013700723648071,
33450,-0.003802146762609482,-0.010747065767645836,0.9995447993278503,
33550,-0.001554506248794496,-0.00952205155044794,0.9991704225540161,
33649,-0.0018459741258993745,-0.010280340909957886,0.9996461868286133,
33749,-0.0012668477138504386,-0.009600814431905746,0.9988511204719543,
33849,-0.003984906245023012,-0.010343757458031178,0.9989104866981506,
33949,-0.012504723854362965,0.004937806166708469,1.0026170015335083,
34049,-0.006703168153762817,-0.02940436080098152,1.1514936685562134,
34149,-0.01341908611357212,0.007723103277385235,1.149295687675476,
34249,0.009220940992236137,-0.04038112983107567,1.1098980903625488,
34349,0.04973672702908516,0.06201905384659767,0.9449806809425354,
34449,0.026302294805645943,0.07759682834148407,0.9999498724937439,
34550,0.0037530555855482817,0.007273291703313589,1.0244581699371338,
34649,-0.03773600980639458,0.0020311325788497925,1.0755621194839478,
34749,0.028533872216939926,0.04671072959899902,1.0562090873718262,
34849,0.01876966655254364,0.01773345097899437,1.0213335752487183,
34949,-0.0005296963499858975,0.016591882333159447,1.0130677223205566,
35049,-0.005721222143620253,0.039559587836265564,0.9425299167633057,
35149,0.005565307568758726,0.06894238293170929,0.9379842281341553,
35249,-0.007436672691255808,0.0315488763153553,0.9824739694595337,
35349,0.013267398811876774,0.01892518810927868,1.017110824584961,
35449,0.041041914373636246,0.03930229693651199,1.015880823135376,
35549,-0.001083834795281291,0.058146968483924866,1.0649791955947876,
35649,0.03985815867781639,0.06178775802254677,0.9930296540260315,
35749,-0.010505271144211292,0.003664398565888405,1.032710075378418,
35849,-0.0038263534661382437,0.002532433718442917,1.0089311599731445,
35949,0.002078595571219921,0.009481553919613361,1.0243091583251953,
36049,0.01712092198431492,0.031349439173936844,0.9667681455612183,
36149,-0.009666355326771736,0.039702072739601135,0.9840996265411377,
36249,0.03235473856329918,0.051887817680835724,0.9299878478050232,
36349,0.003743197536095977,0.01585993357002735,0.9275893568992615,
36449,0.00944097526371479,0.031103558838367462,0.9505350589752197,
36549,-0.020419660955667496,0.04399111866950989,0.96083664894104,
36649,-0.0035191995557397604,0.010571088641881943,0.9965529441833496,
36749,0.008784615434706211,0.05718747898936272,0.9810100197792053,
36849,-0.00012929730291943997,0.04750413820147514,0.9598785042762756,
36949,0.0016092510195448995,0.02821926400065422,1.0023431777954102,
37049,0.006897116079926491,0.027568263933062553,0.9833558797836304,
37149,-0.007951588369905949,-0.013514126650989056,0.9983296394348145,
37249,0.004137550946325064,0.036852940917015076,0.983016312122345,
37349,-0.005862310994416475,0.03270512819290161,0.9957743287086487,
