time,motor.m1,motor.m2,motor.m3,motor.m4,
66981,0,0,0,0,
67081,0,0,0,0,
67181,0,0,0,0,
67281,0,0,0,0,
67381,0,0,0,0,
67481,0,0,0,0,
67581,0,0,0,0,
67681,0,0,0,0,
67781,0,0,0,0,
67881,0,0,0,0,
67981,41911,42535,24803,22051,
68081,29482,55242,14188,45512,
68181,17644,37874,35122,62168,
68281,42230,57680,59064,51586,
68381,47302,65535,47876,37406,
68481,46240,38748,23718,43902,
68581,19179,24217,26989,25975,
68681,27166,24426,32018,35122,
68781,36697,44977,47765,40061,
68881,52863,54029,52559,48429,
68981,57681,50305,56265,55241,
69081,55021,48221,52569,49181,
69181,49640,46326,52670,46972,
69281,36564,45962,55990,40820,
69381,51441,50727,37449,34675,
69481,41884,46116,40158,32174,
69581,37524,37750,45092,41926,
69681,40409,39651,40729,39395,
69781,43887,41121,39233,39947,
69881,41443,42961,41341,37395,
69981,39619,41731,44119,39703,
70081,42352,42320,42234,39978,
70181,40787,41765,43901,40507,
70281,42535,43637,43891,39833,
70381,43311,46267,43885,38497,
70481,47572,41434,40912,43426,
70581,48632,44738,42116,42298,
70681,47069,47353,44707,39867,
70781,46544,43462,45778,43772,
70881,49554,43228,42614,44640,
70981,46952,45796,43588,39716,
71081,42984,42964,45444,42352,
71181,48005,43057,39925,41053,
71281,44809,43871,43639,40105,
71381,44587,44855,46273,42497,
71481,54186,49710,43884,44748,
71581,51536,47268,49838,48618,
71681,53631,49405,48011,47357,
71781,50224,44118,45212,46274,
71881,40360,45654,46000,36650,
71981,39744,37144,42424,41748,
72081,38531,39247,40577,37661,
72181,38201,38951,39431,37973,
72281,38257,40047,41591,37253,
72381,37735,41705,43665,36211,
72481,39581,43463,41235,36441,
72581,42651,41103,41287,40411,
72681,43664,43648,42358,40586,
72781,44395,42989,40323,40017,
72881,42135,42291,44215,41731,
72981,43582,45142,43494,40830,
73081,44377,46031,45017,41099,
73181,39892,41500,48448,45940,
73281,41927,49457,45827,37049,
73381,45662,44364,43302,42620,
73481,47166,44644,42312,41906,
73581,49064,47564,38544,38664,
73681,43857,44365,45109,42213,
73781,42288,42358,45752,43262,
73881,44697,42827,42693,42867,
73981,45070,44628,43392,41462,
74081,46094,44506,42872,41736,
74181,45657,44813,42193,40749,
74281,43837,41989,42063,42267,
74381,43854,42846,41060,41360,
74481,43221,48151,43945,37215,
74581,43822,46038,42562,39502,
74681,44637,42707,43005,43887,
74781,45224,44878,43604,40350,
74881,41223,44515,46287,41383,
74981,44767,46903,44097,39733,
75081,46891,46773,42399,40069,
75181,45730,43318,43182,42350,
75281,45771,48939,41641,36613,
75381,46074,43078,42854,42606,
75481,43760,40566,43572,43366,
