time,motor.m1,motor.m2,motor.m3,motor.m4,
44340,0,0,0,0,
44440,0,0,0,0,
44540,0,0,0,0,
44640,0,0,0,0,
44740,0,0,0,0,
44840,0,0,0,0,
44940,0,0,0,0,
45040,0,0,0,0,
45140,0,0,0,0,
45240,0,0,0,0,
45340,0,0,0,0,
45440,0,0,0,0,
45540,0,0,0,0,
45640,0,0,0,0,
45740,0,0,0,0,
45840,0,0,0,0,
45940,0,0,0,0,
46040,0,0,0,0,
46140,0,0,0,0,
46240,0,0,0,0,
46340,0,0,0,0,
46440,34603,29711,35021,40441,
46540,41408,36838,40962,27020,
46640,32058,42554,35438,33286,
46740,25859,36605,40529,33871,
46840,44276,45968,35956,32224,
46940,34964,40376,42476,29052,
47040,41979,42185,40771,56221,
47140,32032,56860,21572,34516,
47240,23213,8927,36609,50527,
47340,40457,46887,31123,10137,
47440,24135,14761,34851,40941,
47540,39430,40586,38966,33150,
47640,51863,46615,41899,46839,
47740,47411,44009,48697,47907,
47840,64262,51088,46884,58358,
47940,18911,30799,55119,37439,
48040,47764,45938,14704,24034,
48140,19914,29022,39958,37778,
48240,40459,43871,39169,33169,
48340,46326,44138,41384,38600,
48440,42414,46006,47024,45056,
48540,43226,42876,47040,44654,
48640,43572,47374,42140,39594,
48740,41365,39453,41829,44213,
48840,40121,41651,41403,40113,
48940,45698,40612,37592,41090,
49040,42201,42755,42179,39113,
49140,44701,40695,41647,40889,
49240,45540,44176,41914,38966,
49340,43937,41983,42895,39605,
49440,43800,42924,42300,38344,
49540,44895,40737,42327,43317,
49640,43348,42270,43064,42614,
49740,42887,45735,44417,37581,
49840,46155,45933,44389,36303,
49940,44489,40143,42463,41361,
50040,44576,42756,42602,39166,
50140,45940,42050,41334,38632,
50240,46364,43170,41766,39336,
50340,44379,41897,45689,39947,
50440,46469,41555,40743,40149,
50540,45753,44729,43437,36593,
50640,44182,42946,42474,38650,
50740,43013,40791,46083,41229,
50840,45259,41795,44337,40493,
50940,43409,43473,43765,39761,
51040,43491,41937,43047,40505,
51140,43111,42751,41325,40705,
51240,43816,45072,41848,37664,
51340,40289,43683,44725,40219,
51440,43834,41466,43820,41532,
51540,42005,43911,43013,37667,
51640,42772,45854,41226,37500,
51740,41106,41374,45034,40586,
51840,44604,44960,42424,38952,
51940,42304,40858,44782,41996,
52040,43004,45644,43408,37704,
52140,42751,47389,43791,36537,
52240,43399,38565,43705,44319,
52340,40437,42291,45293,40391,
52440,41877,48013,43451,35031,
52540,42029,40719,45347,41613,
52640,42866,38314,41908,42800,
52740,41177,44007,41945,37559,
52840,41165,42825,41025,37397,
52940,40094,45022,47310,37098,
53040,42331,44387,45701,37989,
53140,44646,42728,41974,43092,
53240,42897,43391,45139,38553,
53340,44556,46360,43976,36880,
53440,39701,42677,42659,42555,
53540,38285,43667,43129,39707,
53640,40438,48070,38758,35794,
53740,41833,46789,38235,37347,
53840,39742,41024,41800,43950,
53940,40105,46047,41671,38517,
54040,43760,43210,40150,38096,
54140,40432,45036,45588,38704,
54240,39208,43764,46644,40892,
54340,41991,45525,42817,37103,
54440,47669,44203,35909,40551,
54540,41358,40690,44276,44736,
54640,40167,46045,44923,37917,
54740,45788,43930,37686,42076,
54840,45334,39858,39582,44466,
54940,40791,43071,43915,39667,
55040,44438,47488,36532,35290,
55140,40315,40121,41153,42519,
55240,43955,38875,37413,42785,
55340,44925,40837,37507,40943,
55440,39290,43492,43044,37834,
55540,40384,46124,43576,37956,
55640,39953,42347,46521,39291,
55740,43631,43909,42999,40141,
55840,44874,42536,42138,42348,
55940,43476,44928,43512,39340,
56040,43372,41844,44458,43058,
56140,43925,38525,42089,44465,
56240,40211,43269,43609,37191,
56340,44191,41105,40505,39559,
56440,42179,41271,43803,40431,
56540,45523,43363,42367,40047,
56640,41679,43387,43575,38259,
56740,41791,41719,41595,39571,
56840,43946,40506,40158,41282,
56940,43382,42000,41488,39930,
57040,41465,39763,41737,41019,
57140,42718,41516,41444,39634,
57240,44262,42126,42160,41816,
57340,43264,42700,42466,40502,
57440,43970,48602,42714,35946,
57540,43676,40634,43422,42480,
57640,41992,43532,44510,38622,
57740,41763,39709,44005,40763,
57840,43293,41905,41485,41253,
57940,43972,42352,42368,41380,
58040,41308,41324,44750,41130,
58140,42850,40430,43936,42216,
58240,43467,42699,43641,39097,
58340,43774,43038,43604,39696,
58440,44151,43249,41689,39455,
58540,43309,43075,42297,38851,
58640,41949,42039,43657,38907,
58740,44124,42114,41908,39022,
58840,45617,39195,40141,43707,
58940,43489,41841,42971,40783,
59040,43705,40809,44311,42003,
59140,41668,44436,46630,39110,
59240,43685,40333,43449,42089,
59340,42760,41710,44992,39758,
59440,44536,41582,41664,40554,
59540,41946,43108,44694,38804,
59640,42954,42380,41322,39504,
59740,42929,41635,41695,40097,
59840,42204,41270,42672,39822,
59940,43464,43418,43112,38234,
60040,44967,42425,43329,40619,
60140,44286,45610,43464,37032,
60240,43388,47094,43926,34752,
60340,41676,40282,45056,41558,
60440,44510,43028,41134,36860,
60540,41913,44173,44931,35967,
60640,43048,36548,43676,43952,
60740,47170,42172,40084,38754,
60840,42418,47828,43076,33178,
60940,38995,41777,47831,39657,
61040,43156,38636,43726,42538,
61140,46092,46310,41094,35600,
61240,39427,43427,48411,38519,
61340,43094,35878,43328,44876,
61440,47138,41710,38252,38316,
61540,41393,47239,45973,34859,
61640,39679,38233,46817,43087,
61740,45914,38782,41136,43624,
61840,41527,49461,44857,33011,
61940,42075,39689,45947,44177,
62040,43541,39313,46283,41355,
62140,45403,41245,41873,39691,
62240,44246,45240,41102,37156,
62340,41915,40977,43585,40755,
62440,44863,42033,41099,40553,
62540,41983,43447,44301,37821,
62640,41556,43644,44226,36822,
62740,44537,38971,41941,43067,
62840,43533,43987,43451,38513,
62940,44255,43373,41383,38905,
63040,42960,39348,43778,41630,
63140,41809,43891,43689,36939,
63240,42034,43102,45066,39170,
63340,45308,38598,40058,42984,
63440,42701,45057,42741,36513,
63540,42957,41539,43119,40405,
63640,42371,40017,44857,40071,
63740,47550,41742,41714,41050,
63840,43182,44970,45020,37024,
63940,43771,40283,43973,42025,
64040,46706,42332,39730,39204,
64140,41884,44098,43746,36452,
64240,45521,42061,40261,41333,
64340,41492,43518,44124,39046,
64440,42107,42813,43709,40263,
64540,43562,42170,43186,40566,
64640,42314,42624,40258,36940,
64740,42152,41044,41972,39660,
64840,42450,42494,44242,39682,
64940,42357,44427,44551,37377,
65040,44863,40693,43537,43023,
65140,42017,41853,47123,40891,
65240,45415,42673,42587,38877,
65340,44016,44914,43926,37756,
65440,41888,37666,44866,43600,
65540,44226,38856,41918,42240,
65640,42481,46989,43529,36229,
65740,43276,39624,41762,42226,
65840,39811,40147,44153,39297,
65940,40077,43425,44227,36791,
66040,42966,39590,42590,40238,
66140,44797,43471,41427,39813,
66240,45465,41619,41713,43411,
