time,motor.m1,motor.m2,motor.m3,motor.m4,
31601,0,0,0,0,
31701,0,0,0,0,
31801,0,0,0,0,
31901,0,0,0,0,
32001,0,0,0,0,
32101,0,0,0,0,
32201,0,0,0,0,
32301,0,0,0,0,
32401,0,0,0,0,
32501,0,0,0,0,
32601,0,0,0,0,
32701,0,0,0,0,
32801,0,0,0,0,
32901,0,0,0,0,
33001,0,0,0,0,
33101,0,0,0,0,
33201,0,0,0,0,
33301,0,0,0,0,
33401,0,0,0,0,
33501,0,0,0,0,
33601,0,0,0,0,
33701,36891,38105,32637,36755,
33801,34252,29840,47810,39226,
33901,38246,45822,40108,27640,
34001,30816,44604,54772,28708,
34101,44845,43181,22681,31205,
34201,45512,42986,51772,56562,
34301,60433,65535,65535,59567,
34401,23702,37908,44410,15680,
34501,47391,22327,0,31801,
34601,0,31665,36225,18011,
34701,29433,18469,8527,23571,
34801,49335,27699,57429,18273,
34901,63670,53278,43014,43514,
35001,22728,5546,38846,22148,
35101,54919,38581,20141,7827,
35201,37017,37017,65535,65535,
35301,58235,55711,53917,57217,
35401,48994,44378,52914,29202,
35501,46172,44086,35626,48624,
35601,41075,41153,38519,40709,
35701,50247,45961,43013,41391,
35801,47561,46495,41679,47745,
35901,44738,47440,47152,41482,
36001,45075,42229,43185,39547,
36101,43127,40219,41249,34929,
36201,46557,39423,34521,43655,
36301,36531,44959,47703,41267,
36401,46124,46618,40280,40774,
36501,44142,44268,45678,39680,
36601,42329,40739,47443,46801,
36701,43677,43657,44479,41567,
36801,45762,42380,42622,43352,
36901,46478,47388,51026,46480,
37001,48873,46941,50013,46477,
37101,52218,46116,47374,47704,
37201,44742,46914,45214,41098,
37301,44158,44480,46080,43834,
37401,43350,43868,43262,42524,
37501,45733,44977,43657,41465,
37601,38868,39890,47318,44372,
37701,47525,44353,42457,42161,
37801,43813,40745,40957,43601,
37901,43942,44790,44272,42816,
38001,47472,44488,39168,41420,
38101,44819,44963,47299,44047,
38201,48772,45188,43808,45192,
38301,45498,45358,44568,43372,
38401,43471,45789,45443,40785,
