time,motor.m1,motor.m2,motor.m3,motor.m4,
55962,0,0,0,0,
56062,0,0,0,0,
56162,0,0,0,0,
56262,0,0,0,0,
56362,0,0,0,0,
56462,0,0,0,0,
56562,0,0,0,0,
56662,0,0,0,0,
56762,0,0,0,0,
56862,0,0,0,0,
56962,0,0,0,0,
57062,0,0,0,0,
57162,0,0,0,0,
57262,0,0,0,0,
57362,0,0,0,0,
57462,0,0,0,0,
57562,0,0,0,0,
57662,0,0,0,0,
57762,0,0,0,0,
57862,0,0,0,0,
57962,0,0,0,0,
58062,37201,34961,33677,34857,
58162,34065,33973,35805,39893,
58262,35518,36990,42870,38062,
58362,41273,28677,37541,41337,
58462,42159,35823,50583,43451,
58562,54470,52362,49668,44200,
58662,22103,35963,35665,15205,
58762,36358,22542,13032,25596,
58862,26432,39246,41854,34432,
58962,47574,35580,39048,52522,
59062,34835,21721,28067,25837,
59162,40021,50389,51601,40257,
59262,46739,57659,63093,47225,
59362,60226,47946,50122,51582,
59462,49924,35134,45318,52328,
59562,20881,37731,36921,15451,
59662,26698,26790,26370,28630,
59762,28890,34930,34636,30000,
59862,50649,33761,30713,44849,
59962,39825,43545,49273,44405,
60062,44644,46076,52130,47902,
60162,49492,45130,45348,48626,
60262,44128,45976,47146,45978,
60362,44648,46622,46190,42740,
60462,42597,43703,45031,41445,
60562,43072,39728,42000,41708,
60662,37045,41479,42869,38655,
60762,37556,43818,40842,33560,
60862,40138,38796,38616,41194,
60962,39972,38402,40708,41866,
61062,40595,41759,41365,40501,
61162,43173,41649,39941,44109,
61262,46880,46062,48618,48888,
61362,47408,45772,46232,45820,
61462,48051,44701,49167,48985,
61562,42318,43358,45318,41866,
61662,44842,48480,46134,40476,
61762,41785,38831,43573,42395,
61862,43970,40774,43376,44460,
61962,42553,46035,35425,32811,
62062,35460,38632,44546,45370,
62162,39317,38325,40289,42173,
62262,41505,46487,43713,41503,
62362,38395,43269,47199,39793,
62462,39966,40918,39296,40792,
