time,motor.m1,motor.m2,motor.m3,motor.m4,
74910,43981,48115,42569,41011,
75010,43316,47906,43166,40888,
75110,43230,44524,41218,43012,
75210,42470,45452,41606,40476,
75310,42272,45258,42764,42010,
75410,39986,45838,45134,40098,
75510,39045,44661,45313,40517,
75610,41973,46233,43909,41609,
75710,43212,46292,42374,42234,
75810,40397,45209,44829,41617,
75910,41323,46565,42745,41163,
76010,43301,46715,41031,41745,
76110,39953,46325,43855,42375,
76210,41558,47868,42764,41974,
76310,42174,48200,41082,42632,
76410,40086,48832,42432,42098,
76510,43968,44728,41988,44092,
76610,41485,46977,43463,42027,
76710,41235,48757,43315,43333,
76810,44354,47208,41446,42608,
76910,39842,45484,44482,44836,
77010,38970,45912,45608,42326,
77110,47737,45957,36529,42293,
77210,41477,46253,42969,44221,
77310,37123,47323,46605,42153,
77410,45986,47598,37214,42178,
77510,41565,46205,43181,41689,
77610,36127,43949,49009,43323,
77710,45058,47676,39388,41314,
77810,42122,47116,41862,42360,
77910,42168,47266,43384,41434,
78010,42289,46107,43193,44259,
78110,42918,46530,41876,43648,
78210,43421,44683,41915,44477,
78310,40779,46323,42901,42481,
78410,41857,45485,41385,44697,
78510,43389,45611,39703,43809,
78610,39563,50827,44233,41429,
78710,43410,45694,42922,43998,
78810,41481,47127,42101,44235,
78910,40613,47895,40815,42985,
79010,41998,46480,41828,44126,
79110,40223,43583,40817,46057,
79210,40978,46090,40490,44522,
79310,42579,47681,41151,41633,
79410,40872,45734,41800,42582,
79510,39433,46329,42277,43665,
79610,44903,47035,40107,44487,
79710,40953,49729,45029,44433,
79810,42552,49882,44186,44624,
79910,43250,51056,37876,45454,
80010,40258,49658,44040,44564,
80110,41834,45198,45080,45152,
80210,43050,46512,41700,42934,
80310,40441,48449,43373,40329,
80410,38686,43364,45258,44600,
80510,41392,44380,44906,41974,
80610,41987,46031,41999,42647,
80710,44058,44900,40910,42920,
80810,39745,41257,45119,45831,
80910,39005,46877,45811,41755,
81010,46705,48143,39621,41271,
81110,41301,45461,45409,44245,
81210,41556,45942,42750,45388,
81310,42684,47510,40966,41876,
81410,42913,46279,41343,42565,
81510,39350,45832,42296,42270,
81610,45105,47017,37997,43417,
81710,42414,47304,40008,43622,
81810,41896,46230,41688,44362,
81910,43007,46911,41201,44629,
82010,43339,47983,43237,43281,
82110,41039,47989,43315,46009,
82210,41134,47248,42922,44972,
82310,42190,49300,41220,43142,
82410,41040,48398,42276,43706,
82510,38321,46325,44317,46221,
82610,44536,49148,38516,40348,
82710,41221,46867,42495,42501,
82810,40244,47256,42736,43308,
82910,42686,47884,40296,42898,
83010,42046,46908,41168,43746,
83110,39809,46713,42301,42117,
83210,39675,44977,41953,45171,
83310,42594,46242,39440,42944,
83410,42041,49367,41071,42525,
83510,40213,47999,46861,42899,
83610,42191,46999,43737,45309,
83710,45578,49378,38946,43462,
83810,39174,47790,44406,43538,
83910,40871,46445,43273,43791,
84010,43287,45707,41893,43573,
84110,42184,46848,43558,42402,
84210,41814,46526,43446,43294,
84310,42254,47398,42582,41870,
84410,43082,46832,42084,42858,
84510,40453,45851,44153,42095,
84610,44233,45951,40483,42385,
84710,40961,44871,44373,42715,
84810,36336,46374,47416,43302,
84910,39350,47794,41650,43830,
85010,44513,45309,38827,41975,
85110,39176,43384,43696,44724,
85210,36327,46415,45821,45873,
85310,44488,47678,38536,41810,
85410,41930,44390,43330,44826,
85510,38638,46616,48200,45882,
85610,44129,47037,43463,44079,
85710,43394,45954,42352,43704,
85810,39564,43928,45420,43384,
85910,42117,45429,42623,41627,
86010,42568,45426,43382,41908,
86110,40375,44769,46047,40385,
86210,43084,44162,42024,40494,
86310,40472,44204,47434,40746,
86410,42780,44554,44296,41950,
86510,42861,44799,44685,43179,
86610,41186,43960,47482,43640,
86710,41855,45421,45333,41451,
86810,44087,43655,44053,42169,
86910,41115,45581,46411,41989,
87010,42580,45560,45330,41486,
87110,41421,45267,46145,40779,
87210,42643,43805,43809,42111,
87310,40813,44349,46697,41341,
87410,40549,43769,44935,41891,
87510,43280,45258,43540,39790,
87610,42276,44804,44320,42976,
87710,40017,45475,47865,41927,
87810,42298,45312,47116,41818,
87910,42334,43602,45550,43906,
88010,43605,46335,43701,40215,
88110,43204,44028,44338,43618,
88210,43359,43209,44929,43363,
88310,42918,41940,42636,44278,
