time,acc.x,acc.y,acc.z,
25396,-0.0016107750125229359,-0.006841286085546017,1.0019420385360718,
25496,-0.0010532101150602102,-0.004285620991140604,1.0003772974014282,
25596,-0.0041586896404623985,-0.00657921377569437,0.9993739724159241,
25696,0.0007107828860171139,-0.008096343837678432,0.9987829327583313,
25796,-0.0007227671449072659,-0.006053077522665262,1.0008325576782227,
25896,0.0010499295312911272,-0.0061173103749752045,0.9999359250068665,
25996,-0.002454632893204689,-0.005303545854985714,0.9986245632171631,
26096,-0.0005301454220898449,-0.005479216109961271,0.9997226595878601,
26196,-0.000176900444785133,-0.008671749383211136,0.9992954134941101,
26296,-0.0003589282860048115,-0.005460074637085199,0.9990563988685608,
26396,-0.0007591979228891432,-0.00648788595572114,0.9986895322799683,
26496,-0.0003394309605937451,-0.00855645164847374,1.001118779182434,
26596,-0.002248544478788972,-0.006826617754995823,0.9992503523826599,
26696,0.00014249744708649814,-0.00508137047290802,0.9996970891952515,
26796,-0.0011060883989557624,-0.005393892992287874,1.0000321865081787,
26896,0.000831645040307194,-0.004419473931193352,0.9999063611030579,
26996,-0.0004637513484340161,-0.0061837900429964066,1.0007319450378418,
27096,0.00034088449319824576,-0.0051073189824819565,1.000551462173462,
27196,-0.002007558709010482,-0.005312400404363871,0.9995976090431213,
27296,0.0008121181163005531,-0.00479901721701026,1.0006033182144165,
27396,-0.00022843541228212416,-0.004890070296823978,1.0009396076202393,
27496,-0.0008781671058386564,-0.006590201519429684,0.9997786283493042,
91076,-0.0013008323730900884,0.0009925586637109518,0.9970415830612183,
91176,-0.0013753885868936777,0.0024209958501160145,0.996936559677124,
91276,-0.0007426761440001428,0.0008297209278680384,0.9962799549102783,
91376,-0.0020626354962587357,0.0022436873987317085,0.9975383877754211,
91476,-0.0035455897450447083,0.002028621267527342,0.999293863773346,
91576,-0.0022408810909837484,-0.00012315977073740214,0.99873948097229,
91676,-0.004611488431692123,0.0001493935997132212,0.9974494576454163,
91776,-0.004530660808086395,0.0015567290829494596,0.9964234828948975,
91876,-0.0009534986456856132,0.0005584412137977779,0.9980111122131348,
91976,-0.0031366245821118355,0.00020926567958667874,0.9984551072120667,
92076,-0.0002568487834651023,0.002159696538001299,0.9984958171844482,
92176,-0.0017722711199894547,0.001415121485479176,0.9967595338821411,
92276,-0.0032048437278717756,0.0012957047438248992,0.9984824061393738,
92376,-0.0035465664695948362,0.0011993373045697808,0.9955291748046875,
92476,-0.0021291766315698624,0.001740806270390749,0.9969169497489929,
92576,-0.002856083447113633,0.00014152363291941583,0.9990029335021973,
92676,-0.002513328567147255,0.0006403164588846266,0.997508704662323,
92776,-0.002219249727204442,0.0016579767689108849,0.9980083107948303,
92876,-0.00291151343844831,-0.001010420499369502,0.9977083206176758,
92976,-0.0021071394439786673,6.368431058945134e-05,0.9983998537063599,
93076,-0.0035128132440149784,0.0010029140394181013,0.9980983734130859,
93176,-0.0019831855315715075,0.004570107441395521,0.9977099895477295,
93276,-0.0035691612865775824,-0.01006902102380991,0.9641262292861938,
93376,-0.01968301646411419,-0.03400055691599846,0.9156800508499146,
93476,-0.034221917390823364,0.028282327577471733,1.0250661373138428,
93576,-0.03398263826966286,-0.02363559976220131,0.956767201423645,
93676,-0.028376687318086624,-0.000595217861700803,0.9965874552726746,
93776,-0.005249652545899153,0.004748644307255745,0.997793972492218,
93876,0.00019220425747334957,0.038954976946115494,0.9962887167930603,
93976,0.024990065023303032,0.03895002231001854,1.0550189018249512,
94076,0.003356765955686569,0.0397619865834713,1.0357369184494019,
94176,-0.027239741757512093,0.007403549272567034,1.060308575630188,
94276,0.024443408474326134,0.05781829357147217,1.0257571935653687,
94376,0.011706779710948467,0.051783476024866104,0.9886378645896912,
94476,0.030440211296081543,0.0222957581281662,0.9663097262382507,
94576,-0.004732645116746426,0.022336343303322792,0.9844393730163574,
94676,-0.000997320981696248,0.011903712525963783,1.0049999952316284,
94776,0.015381749719381332,0.029880240559577942,1.0283504724502563,
94876,-0.00022404569608625025,0.007314856629818678,1.071000337600708,
94976,-0.0016531699802726507,-0.010445031337440014,1.0329095125198364,
95076,-0.007947737351059914,-0.0074543338268995285,1.0232418775558472,
95176,0.014250295236706734,0.0178325604647398,1.019046664237976,
95276,-0.01420426182448864,0.011019480414688587,1.0358349084854126,
95376,-0.022158201783895493,-0.011211881414055824,1.0687345266342163,
95476,0.0663377195596695,0.06586688756942749,0.9285913109779358,
95576,0.05088920518755913,0.03955468907952309,0.9365667700767517,
95676,0.007197457831352949,0.08504106104373932,0.9454261660575867,
95776,0.0069215549156069756,0.0359070710837841,0.9783900380134583,
95876,0.011892280541360378,0.05435808375477791,0.9704576134681702,
95976,0.010935662314295769,0.02008989080786705,0.9866659641265869,
96076,-0.03291717544198036,-0.026754971593618393,1.0091054439544678,
96176,-0.029333369806408882,-0.009845191612839699,1.0025289058685303,
96276,-0.00044515312765724957,-0.023697858676314354,1.0142335891723633,
96376,0.02722213789820671,0.04111621901392937,0.9857900142669678,
96476,0.021470602601766586,0.027224455028772354,1.0158443450927734,
96576,-0.003282844088971615,-0.006085364613682032,0.9850842952728271,
96676,0.01362721249461174,0.016153782606124878,1.0059150457382202,
96776,-0.009195712395012379,0.004107447806745768,0.9875972867012024,
96876,0.02290099672973156,0.03540971130132675,0.9827941656112671,
96976,0.014863206073641777,0.012258520349860191,0.9787952899932861,
97076,0.02376815304160118,0.011911832727491856,1.0043612718582153,
97176,-0.009660501033067703,0.005411246791481972,1.0125051736831665,
97276,0.021623043343424797,0.03072311542928219,0.990788996219635,
97376,-0.019971324130892754,0.0045487782917916775,1.0421192646026611,
97476,-0.008486579172313213,0.02120446041226387,1.0328949689865112,
97576,-0.01696331426501274,0.03213968127965927,1.0149391889572144,
97676,-0.008978287689387798,0.023206235840916634,0.9998992085456848,
97776,0.0716802328824997,0.1519574075937271,0.9527789354324341,
97876,0.012892408296465874,-0.012890058569610119,1.0015742778778076,
97976,-0.01395284105092287,0.008903227746486664,1.0011634826660156,
98076,0.019588463008403778,0.04980756714940071,0.9726217985153198,
98176,0.007784086745232344,0.055974431335926056,0.9795470237731934,
98276,-0.0034918352030217648,0.04645930603146553,0.9945588111877441,
98376,0.002520359819754958,-0.0061209253035485744,0.9880046844482422,
98476,0.014440899714827538,0.03663565218448639,0.9642559289932251,
98576,0.0039434595964848995,0.09076990932226181,1.0209400653839111,
