stateEstimate.x,stateEstimate.y,stateEstimate.z,pm.vbatMV,pm.batteryLevel,
0.9701353311538696,0.5598399043083191,0.004440900404006243,3869.0,30.0,
0.9705076813697815,0.5593674182891846,0.004394535906612873,3869.0,30.0,
0.9699398875236511,0.5581527948379517,0.004339196719229221,3869.0,30.0,
0.9700180292129517,0.5587833523750305,0.004302443470805883,3869.0,30.0,
0.9699913263320923,0.5586267113685608,0.005287864711135626,3869.0,30.0,
0.968970000743866,0.5594258904457092,0.005294078961014748,3869.0,30.0,
0.9700669646263123,0.5593082904815674,0.005303140264004469,3869.0,30.0,
0.9705701470375061,0.5579098463058472,0.005291262175887823,3869.0,30.0,
0.9701564908027649,0.5581901669502258,0.004809438716620207,3863.0,30.0,
0.9690523743629456,0.5600925087928772,0.004792569670826197,3869.0,30.0,
0.9706909656524658,0.559033215045929,0.0047740815207362175,3869.0,30.0,
-2.901432765156642e-07,-1.4290297258412465e-05,-1.2737655197270215e-07,3869.0,30.0,
-4.1519188016536646e-06,-6.156572635518387e-05,0.3003927171230316,3869.0,30.0,
3.89487249776721e-05,-0.0001483187370467931,0.0029922877438366413,3869.0,30.0,
-9.423172741662711e-05,2.6748857635539025e-05,0.0030240719206631184,3869.0,30.0,
-8.376900950679556e-05,1.6363399481633678e-05,0.0030133372638374567,3869.0,30.0,
-0.00027527217753231525,-0.00022386861382983625,0.0029879945795983076,3869.0,30.0,
-0.00020312222477514297,-0.0004793859552592039,0.00349858938716352,3869.0,30.0,
0.00021274494065437466,0.0005662238108925521,0.003560317913070321,3869.0,30.0,
-0.00045849598245695233,-0.0005070575280115008,0.003607142949476838,3869.0,30.0,
-0.0004150702152401209,-0.0002908427850343287,0.0036125152837485075,3869.0,30.0,
-0.00014014123007655144,-0.00022823554172646254,0.0037573615554720163,3869.0,30.0,
-0.0001565589918754995,-0.0034155300818383694,0.003703101770952344,3869.0,30.0,
-0.0006771897315047681,-0.004136466421186924,0.003651638515293598,3869.0,30.0,
-0.000304581830278039,-0.006669430527836084,0.0033711313735693693,3869.0,30.0,
-0.0004711137153208256,-0.006946525536477566,0.0034382580779492855,3869.0,30.0,
-0.0009591872221790254,-0.006704503670334816,0.003728790208697319,3869.0,30.0,
-0.0009891536319628358,-0.006551203317940235,0.0038048007991164923,3869.0,30.0,
-0.0011899055680260062,-0.005985655821859837,0.003908644430339336,3869.0,30.0,
-0.001214894000440836,-0.0075048236176371574,0.003823939012363553,3869.0,30.0,
-0.0016009315149858594,-0.006648521404713392,0.003982496447861195,3869.0,30.0,
-0.0018119839951395988,-0.0070816511288285255,0.003981892019510269,3869.0,30.0,
-0.0002263253554701805,-0.007114500738680363,0.00403956463560462,3869.0,30.0,
-0.0016567433485761285,-0.00774155929684639,0.0040403008460998535,3863.0,30.0,
-0.0001929354330059141,-0.006938284263014793,0.004848299082368612,3863.0,30.0,
-0.0012714974582195282,-0.0060692233964800835,0.004929459188133478,3869.0,30.0,
-0.0010510047432035208,-0.006929012015461922,0.004969306755810976,3863.0,30.0,
-0.0010492622386664152,-0.006011372897773981,0.005037118215113878,3863.0,30.0,
-0.001047651399858296,-0.006891421973705292,0.005077791400253773,3863.0,30.0,
-0.0012641727225854993,-0.006840744987130165,0.004685308318585157,3869.0,30.0,
-0.0017126405145972967,-0.005883915815502405,0.004706170409917831,3869.0,30.0,
-6.594105798285455e-05,-0.005856686737388372,0.004732891451567411,3869.0,30.0,
-0.0017217256827279925,-0.006066966336220503,0.004765382502228022,3863.0,30.0,
-0.0007720623980276287,-0.0060625323094427586,0.0052808355540037155,3869.0,30.0,
-0.0019608058501034975,-0.006514829583466053,0.005319804884493351,3869.0,30.0,
-1.8186488887295127e-05,-0.0064827981404960155,0.00537181505933404,3869.0,30.0,
-0.0007522155647166073,-0.0071815974079072475,0.005414591636508703,3869.0,30.0,
-0.0005043668206781149,-0.0073833768256008625,0.00526958703994751,3869.0,30.0,
-1.7572234355611727e-05,-0.005386566277593374,0.005295788869261742,3869.0,30.0,
-2.496701927157119e-05,-0.006601158995181322,0.005332194268703461,3869.0,30.0,
-0.0007711221114732325,-0.006570959929376841,0.005354396067559719,3869.0,30.0,
-3.3905762393260375e-05,-0.006791639607399702,0.005367392674088478,3863.0,30.0,
-0.0012723830295726657,-0.005535483360290527,0.005638166330754757,3863.0,30.0,
-2.8381267838994972e-05,-0.005772885866463184,0.005670836195349693,3869.0,30.0,
-0.0007799348095431924,-0.0074989371933043,0.005719310138374567,3869.0,30.0,
-0.0005352001171559095,-0.005497960839420557,0.005756324157118797,3869.0,30.0,
-0.0007849055109545588,-0.006483196746557951,0.0058840010315179825,3869.0,30.0,
-4.0433689719066024e-05,-0.007453475147485733,0.0059118871577084064,3869.0,30.0,
-0.002029422204941511,-0.0066747902892529964,0.005951037630438805,3869.0,30.0,
-0.0017639828147366643,-0.005420160945504904,0.00597335072234273,3869.0,30.0,
-5.277251148072537e-06,-0.005908396560698748,0.005225339438766241,3869.0,30.0,
-0.0017487253062427044,-0.00738883763551712,0.0052208625711500645,3869.0,30.0,
-0.001236011041328311,-0.007364675402641296,0.005200820509344339,3869.0,30.0,
-0.0009807796450331807,-0.006597823463380337,0.005178258754312992,3869.0,30.0,
0.00026314996648579836,-0.005598212592303753,0.00584839005023241,3869.0,30.0,
-0.00023982298444025218,-0.007326655089855194,0.005873418878763914,3869.0,30.0,
-0.001232066424563527,-0.0053340476006269455,0.005888454616069794,3869.0,30.0,
-0.0012254174798727036,-0.007311620749533176,0.0059164478443562984,3869.0,30.0,
-0.0014554238878190517,-0.006301845423877239,0.005921057425439358,3869.0,30.0,
-0.001934085856191814,-0.009976399131119251,0.006741627119481564,3869.0,30.0,
-0.0014285664074122906,-0.015342237427830696,0.006658430676907301,3869.0,30.0,
-0.0004403266648296267,-0.014998652040958405,0.006746379192918539,3869.0,30.0,
-0.0006892817909829319,-0.014174290932714939,0.00685993442311883,3869.0,30.0,
-0.00019903035718016326,-0.01507811713963747,0.006913714110851288,3869.0,30.0,
-0.002651896560564637,-0.016952594742178917,0.006892776116728783,3869.0,30.0,
-0.0009202968794852495,-0.014666043221950531,0.007104258518666029,3869.0,30.0,
-0.0006758577073924243,-0.015819260850548744,0.007107060868293047,3869.0,30.0,
-0.0006730212480761111,-0.016020959243178368,0.006712744012475014,3869.0,30.0,
-0.0014053659979254007,-0.012277201749384403,0.0068529206328094006,3869.0,30.0,
-0.0009067890932783484,-0.015658847987651825,0.006844653747975826,3869.0,30.0,
-0.0013913962757214904,-0.014860279858112335,0.006888856180012226,3869.0,30.0,
-0.0004122419632039964,-0.01407820638269186,0.0069271959364414215,3869.0,30.0,
-0.0011471546022221446,-0.014769203029572964,0.007354366593062878,3869.0,30.0,
-0.0009054189431481063,-0.015447347424924374,0.007373122498393059,3869.0,30.0,
-0.0013886148808524013,-0.014671234413981438,0.007421519607305527,3869.0,30.0,
-0.0004116877680644393,-0.01462819054722786,0.0074526965618133545,3863.0,30.0,
-0.0023477566428482533,-0.014584081247448921,0.006912132725119591,3863.0,30.0,
-0.0023331025149673223,-0.015507983043789864,0.006892492063343525,3863.0,30.0,
-0.00040450110100209713,-0.014515252783894539,0.006918272469192743,3869.0,30.0,
-0.0004161805263720453,-0.014723916538059711,0.006901394110172987,3869.0,30.0,
-0.0006587201496586204,-0.015394306741654873,0.006124497856944799,3869.0,30.0,
-0.0023366252426058054,-0.019417058676481247,0.006016879342496395,3869.0,30.0,
-0.0013722078874707222,-0.016263505443930626,0.006108734291046858,3869.0,30.0,
-0.0001845587248681113,-0.015988217666745186,0.006052548997104168,3869.0,30.0,
-0.002086215652525425,-0.016191868111491203,0.006002457812428474,3869.0,30.0,
-0.00018638269102666527,-0.014508437365293503,0.0059647574089467525,3869.0,30.0,
-0.00019824774062726647,-0.016617340967059135,0.0058954316191375256,3869.0,30.0,
-0.0002063359133899212,-0.01800810918211937,0.005801980383694172,3869.0,30.0,
