time,motor.m1,motor.m2,motor.m3,motor.m4
498327,42818,47482,48630,38466
498427,43538,47746,43908,42004
498527,36728,49458,50932,43138
498627,45626,47888,38628,40642
498727,35166,51194,49436,37424
498827,39280,50052,46684,47344
498927,39449,46165,39153,44013
499027,32768,50584,46322,41490
499127,39382,45902,41644,46824
499227,38663,47599,42047,42475
499327,33220,51214,48292,39518
499427,37282,45400,40640,44786
499527,35299,48997,44937,40539
499627,39692,52364,46556,42360
499727,41109,47141,44007,46195
499827,31538,50682,50502,41254
499927,38969,49209,40735,45123
500027,37507,47849,46109,45763
500127,41695,51415,47489,45937
500227,35534,52204,53226,43936
500327,44901,50179,49081,47015
500427,37380,45610,51004,42658
500527,38026,49978,47724,38080
500627,41812,39180,42910,45594
500727,38910,45486,48206,36238
500827,36088,49838,42312,40362
500927,40528,43486,41970,40836
501027,36286,46590,43748,35136
501127,35592,47526,44300,39394
501227,42293,44341,40725,43333
501327,39245,46731,50175,41417
501427,43613,48177,44505,39089
501527,41089,42841,47971,41319
501627,36419,47531,54421,37225
501727,48668,43322,41438,40432
501827,39135,44573,48575,38825
501927,36993,51649,45691,44727
502027,41089,52723,32061,47163
502127,34957,50279,41105,44315
502227,32733,51119,40915,50797
502327,34863,49077,43477,48583
502427,37394,52364,41566,41976
502527,35180,46384,40006,48258
502627,38163,50593,39415,48649
502727,36095,52029,48287,50769
502827,41785,49131,49073,52255
502927,39633,44869,51807,45083
503027,45783,42447,52763,43767
503127,47314,44944,53796,44810
503227,48769,49791,59601,37399
503327,51678,43432,53162,46176
503427,47268,47920,55938,44610
503527,45647,48353,52733,37999
503627,44626,42896,41936,36174
503727,38024,41352,45100,35360
503827,40505,41951,44175,34841
503927,47842,40538,40350,29754
504027,41712,42212,53156,28936
504127,42506,40250,52590,31046
504227,47911,46219,48881,30485
504327,45398,45492,50942,35864
504427,51068,45390,45342,36280
504527,42951,44323,50137,36037
504627,46029,49773,48477,32661
504727,51086,44298,44424,34964
504827,43595,44255,52535,36131
504927,48056,47512,47424,31820
505027,46736,50238,45872,28830
505127,42868,49396,52644,34908
505227,48083,45737,46307,32505
505327,48798,44446,51544,34996
505427,52033,40805,52461,34121
505527,55699,37083,46203,36539
505627,50686,39570,47314,31386
505727,44720,39070,52732,32394
505827,50845,37755,44623,31761
505927,50921,45045,46791,28799
506027,40831,49801,45629,50023
506127,45647,55327,39899,41971
506227,37431,52965,45917,45311
506327,44131,53621,29589,52167
506427,30317,53017,39781,47897
506527,30343,51655,44139,41743
506627,40134,43536,44936,38070
506727,33207,45695,56453,36653
506827,43875,45873,49953,38931
506927,45417,43495,45317,39567
507027,38352,42170,49104,39810
507127,44502,43436,44712,41318
507227,42928,49432,44034,34230
507327,41871,46667,46201,38469
507427,45812,41878,41346,43080
507527,39330,49886,46832,35292
507627,41966,47200,43652,38034
507727,40540,40250,43006,41260
507827,38818,40268,46918,39244
507927,40585,43161,44065,35581
508027,44407,44501,44065,40815
508127,41836,42760,46808,44072
508227,59197,25079,28181,59595
508327,46121,46535,43343,40177
508427,43511,48899,46249,39177
508527,45013,43967,42931,42485
508627,45342,43290,41964,40484
508727,46093,44005,42239,40479
508827,37257,44805,50281,40693
508927,44556,41842,42878,44464
509027,53573,38901,33035,48027
509127,39260,47736,46438,37878
509227,38239,48633,41735,44269
509327,42973,45455,31951,53533
509427,29244,59838,44254,41992
509527,35021,53621,38183,42967
509627,47601,51953,28817,44725
509727,31261,46621,44495,48467
509827,35664,46716,42178,46698
509927,42855,43827,42039,43539
510027,39204,40302,48906,42648
510127,45586,44620,44480,40662
510227,46927,45017,33967,48305
510327,41268,41360,39752,52272
510427,39260,50180,43394,43214
510527,43551,43685,37465,46419
510627,38255,49929,40425,38447
510727,38013,47685,42635,41723
510827,43039,45609,35655,44473
510927,36194,46052,42442,45716
511027,40589,47369,35277,44201
511127,35206,50346,41184,42884
511227,36515,46287,41801,48109
511327,39574,48986,37834,40890
511427,31119,46665,50923,45481
511527,44016,44934,38142,48380
511627,41780,48878,36354,46204
511727,35123,51503,43039,44159
511827,37803,51415,38025,41817
511927,39516,43578,36898,48636
512027,39137,43465,37055,47559
512127,42341,45237,36361,47841
512227,39545,46521,43011,48283
512327,42058,40676,44060,47402
512427,41575,43965,46661,40959
512527,62142,27046,27324,57760
512627,39021,45313,50523,41395
512727,42108,47772,45698,38534
512827,46249,39175,39153,45591
512927,43148,44166,43050,42616
513027,42031,44433,42491,41197
513127,44204,43434,40294,43472
513227,41583,45611,41611,39423
513327,43809,40533,38437,41809
513427,47606,40252,38122,44516
513527,36549,44611,49485,39603
513627,43781,43611,40875,40433
513727,40269,48453,46103,37595
513827,39312,41088,45656,44480
513927,40724,44364,43440,37856
514027,38644,46924,46998,36094
514127,46010,39320,39428,45862
514227,49546,41698,39884,46096
514327,40331,41743,46953,44461
514427,45086,40928,41014,43204
514527,48548,41176,39670,42246
514627,39290,47066,47168,35460
514727,40478,43514,46690,38322
514827,43932,40568,45344,39604
514927,41922,42794,47904,34532
515027,43135,41293,51561,36187
515127,48894,39418,45242,38674
515227,40287,39801,53553,37211
515327,47476,40736,46136,36752
515427,46893,37811,47101,38843
515527,42939,43043,47019,31083
515627,43917,44665,49333,29661
515727,53405,34711,44103,40133
515827,45177,44299,52503,28069
515927,48426,40690,51404,30548
516027,49674,35428,52052,39026
516127,42482,40670,57922,32346
516227,48001,46627,52405,25187
516327,65535,21917,29385,49171
516427,63867,20189,31923,53777
516527,44789,46471,44753,28699
516627,46959,39303,44375,39499
516727,45324,42448,43518,43154
516827,50443,42293,35627,40529
516927,49568,43328,36292,43000
517027,44494,48074,42228,40696
517127,42804,45852,42442,40786
517227,36528,51206,38912,47186
517327,36350,50242,39158,46546
517427,41403,43759,42119,44823
517527,37299,42979,46943,41819
517627,39079,39875,47209,44617
517727,39485,44751,42199,37653
517827,41440,43358,45162,42956
517927,42698,44420,46422,44412
518027,46462,43172,41828,43598
518127,34279,44451,53071,40435
518227,41611,40069,43691,42529
518327,47149,40537,38335,44359
518427,43732,44028,43306,41838
518527,44704,42210,43120,43074
518627,48755,41129,42727,45729
518727,46505,42015,47163,39349
518827,41219,43537,52515,33701
518927,41873,38361,52825,35853
519027,42252,47642,51784,27706
519127,40392,43108,51196,31712
519227,46055,36883,43977,39701
519327,43028,46738,47824,31306
519427,39795,50181,52975,29593
519527,49129,37689,45275,41215
519627,44418,48184,51748,27102
519727,44494,43794,51314,30094
519827,47215,39801,47629,34035
519927,45152,48012,48736,25984
520027,43796,42180,48868,31576
520127,44110,36090,48384,38288
520227,47458,37468,47694,38424
520327,43892,43406,48918,28796
520427,42047,42547,51803,31351
520527,41734,37340,51356,35610
520627,46953,47053,46197,26721
520727,46301,43793,48409,32393
520827,50118,40780,47490,37760
520927,48355,48415,48919,30039
521027,42178,48628,45072,38458
521127,45081,40949,39533,45761
521227,41295,48713,42177,36275
521327,42991,45281,41843,40469
521427,45610,42082,38708,41472
521527,41591,42427,44315,43887
521627,37790,43870,47052,40500
521727,41079,44517,43105,40011
521827,45790,41450,40126,44746
521927,44125,46133,42989,42025
522027,37069,51509,48943,36427
522127,46169,41315,36919,42349
522227,39228,43128,43200,36928
522327,40236,42562,48542,42556
522427,47891,36547,40983,47791
522527,43012,45844,43334,39474
522627,39080,48662,46276,39190
522727,42712,41424,34770,44842
522827,43555,47447,34113,42981
522927,36284,49852,41840,42944
523027,36694,51304,44328,44098
523127,40086,50048,41128,43802
523227,33116,50274,42630,38768
523327,33752,50510,42440,42266
523427,41715,48977,37471,50613
523527,29902,50006,45570,46590
523627,34517,47477,43707,49819
523727,35384,48020,40978,47414
523827,35497,50883,37475,40365
523927,32507,42161,41675,46581
524027,45961,49693,34595,41583
524127,36617,49821,47523,44375
524227,47415,55539,41303,39959
524327,46217,40365,39405,52721
524427,42897,42315,41183,48193
524527,43731,45689,39699,45265
524627,36565,49679,48127,43669
524727,37943,48543,42301,42189
524827,34354,43184,42048,44250
524927,42325,41549,40135,45123
525027,41752,41604,40988,38576
525127,36548,41702,47006,40352
525227,36197,46015,47203,36645
525327,41546,41974,42324,39768
525427,38463,45015,47593,38353
525527,43605,41157,42681,43585
525627,44362,42900,41852,41962
525727,45045,46761,43171,40219
525827,38946,51058,48022,33606
525927,49058,39302,38216,46916
526027,44030,43548,43952,45090
526127,35108,43714,46728,37270
526227,43308,40070,40730,43496
526327,47722,40584,37810,47636
526427,34029,43389,47309,47189
526527,39025,52789,41315,40283
526627,45266,47094,33786,45498
526727,33613,48435,45631,40677
526827,38229,49167,45971,39665
526927,44847,44025,42301,47715
527027,35691,45531,47529,41469
527127,33885,46619,50327,42777
527227,44567,45219,40571,44775
527327,39388,44776,44752,42424
527427,33221,45735,48079,38221
527527,43914,43704,38686,41512
527627,39333,46299,41903,40645
527727,33269,48287,44983,39441
527827,40866,41814,38298,46850
527927,39097,51129,40569,38693
528027,33909,53239,50225,39895
528127,43633,48317,38731,46859
528227,42276,49632,39420,43720
528327,35646,48404,45072,43454
528427,41604,47136,42490,45982
528527,45564,45144,41330,43418
528627,35910,43058,46022,41782
528727,35892,46106,43928,41754
528827,47697,45561,33777,43609
528927,35000,47354,43582,46604
529027,25713,48449,51957,45037
529127,44358,46446,34026,45118
529227,29539,45781,50191,46001
529327,26950,50908,52744,41930
529427,45784,46604,35668,46452
529527,27360,48484,50924,41936
529627,38336,51454,42418,40760
529727,52921,39955,37471,45265
529827,43368,44742,46466,41356
529927,42141,47723,47595,37233
530027,47995,40383,40477,42637
530127,46038,43736,42714,40888
530227,40335,43881,44381,36555
530327,36228,45856,47234,33218
530427,46453,37631,38173,44531
530527,36987,45181,48843,36509
530627,35628,46890,50690,36664
530727,46831,43089,40081,41671
530827,46476,41580,43174,45466
530927,36302,45418,50108,38376
531027,47743,43229,37579,39941
531127,38660,46700,48522,37282
531227,41825,45441,45647,38615
531327,47363,41201,37517,43927
531427,41533,47177,41555,39687
531527,41376,41340,41114,43366
531627,36083,50229,41289,39343
531727,37719,48131,34317,41365
531827,36658,50862,43814,38390
531927,31105,45833,52385,41301
532027,47186,43436,39960,45658
532127,37856,46268,49008,40768
532227,35465,47255,51243,40361
532327,46813,42805,43909,47345
532427,37676,43778,48018,40744
532527,33638,47590,49866,35126
532627,43908,46284,37626,37990
532727,39945,44269,36881,43909
532827,34962,49366,43044,41728
532927,42791,46477,36289,44511
533027,45050,48298,35470,43930
533127,31261,52613,46141,42853
533227,37819,51811,41917,44089
533327,42851,50187,37903,43343
533427,32728,45022,47066,45448
533527,31366,47140,48794,41512
533627,43327,47399,42609,44693
533727,34441,47359,46825,45635
533827,31048,49058,48688,45466
533927,43771,48051,38869,49041
534027,29911,49147,47327,41767
534127,31230,48692,45192,41166
534227,44352,46798,33674,43096
534327,26341,41327,52801,48851
534427,25343,57519,62073,28717
534527,48054,44830,42930,40942
534627,37385,33697,51815,51275
534727,37201,47249,53715,39335
534827,50669,41169,40219,44563
534927,42400,39160,44620,41988
535027,36644,47770,49936,33466
535127,44744,43962,39560,37098
535227,50952,40330,36494,44912
535327,43444,41948,44504,41244
535427,31513,49527,55355,34797
535527,61757,28729,21153,53657
535627,21259,39857,60771,39225
535727,47621,50525,43299,39755
535827,13304,45930,65535,45930
535927,29060,60806,62264,28478
536027,40959,43825,41235,34753
536127,40346,41402,47706,44430
536227,47038,48294,43620,40240
536327,65535,38056,19732,52386
536427,46220,43612,38374,40950
536527,49323,35157,36461,48891
536627,49046,46616,40634,40924
536727,44140,50364,44182,46734
536827,37728,47672,41440,55544
536927,35070,57460,34502,38684
537027,35772,46650,31184,46630
537127,35512,47764,30994,43966
537227,28710,48982,38072,41244
537327,31899,44259,41067,48903
537427,38489,53491,37939,40565
537527,33397,48205,47173,49349
537627,34336,49914,53302,51092
537727,49187,49233,43477,46811
537827,34206,46368,55912,45566
537927,30197,47765,56585,41037
538027,45841,43857,36287,49239
538127,32412,48388,44686,40766
538227,28420,46102,46796,41130
538327,44015,43713,32913,45023
538427,37418,46942,40142,42882
538527,36107,44537,42221,42687
538627,47225,40757,36619,41995
538727,39549,39953,50707,41639
538827,41293,44309,50183,36539
538927,43414,41678,48224,38304
539027,45403,38003,45607,43811
539127,36169,45491,50829,36543
539227,38570,47310,45276,33384
539327,42328,37980,41012,43760
539427,28810,44842,50560,32540
539527,44822,47356,39516,34746
539627,42860,47840,43104,36320
539727,38394,43936,48498,41936
539827,45601,43355,42777,41611
539927,38609,49593,48929,35049
540027,36518,46068,50908,40002
540127,50445,41647,40033,41191
540227,38285,50329,49611,32571
540327,49193,38443,42233,37691
540427,38631,43725,52691,30877
540527,42396,42682,52714,32252
540627,45577,38415,50161,33507
540727,44438,45440,51164,26478
540827,43286,43534,50908,29496
540927,42925,34835,47581,38483
541027,46679,42683,47045,31897
541127,45481,45953,49135,31967
541227,45354,32492,47908,45250
541327,47973,35123,46405,41899
541427,47238,46488,48798,30320
541527,47917,40525,46951,34979
541627,49941,36889,45181,38689
541727,44568,43210,47712,27442
541827,46519,51825,47689,21695
541927,49714,41140,50824,38070
542027,48828,44198,46522,35440
542127,42384,51788,48762,28542
542227,46155,35057,40239,44781
542327,41951,47375,38711,33119
542427,43410,50788,39464,31846
542527,49535,41531,35421,41165
542627,38995,44899,46539,39899
542727,42712,46784,44312,37612
542827,50525,41547,37555,42697
542927,42645,45707,45193,39315
543027,42425,45969,41247,35623
543127,45765,40307,40595,42641
543227,48501,38961,35975,41227
543327,39732,44738,49340,39650
543427,40893,41277,45795,41491
543527,44585,41537,41451,39879
543627,40207,46711,44719,34407
543727,41613,48053,46109,37009
543827,47540,41898,42480,45162
543927,42154,49876,43598,34628
544027,49984,47644,34904,34136
544127,38746,40434,45666,35450
544227,43938,47890,43144,32768
544327,41073,45171,46791,37861
544427,46206,37782,46818,43482
544527,46628,44448,44150,34750
544627,40952,48404,49526,31050
544727,47209,38225,46177,41877
544827,47717,40333,45573,39101
544927,49221,41853,46591,33367
545027,45761,45355,48309,29147
545127,45071,36499,51089,39449
545227,44328,37928,49090,34486
545327,50565,43689,43261,29949
545427,47270,36784,45364,37066
545527,48120,47248,43636,24184
545627,49968,40656,43988,32588
545727,47491,41903,47779,35511
545827,48976,45646,45088,30342
545927,44819,45669,49613,31143
546027,46855,38707,45607,38959
546127,43153,47367,43307,37877
546227,48388,45684,38084,39756
546327,46786,41528,39342,42940
546427,44076,40000,44318,39622
546527,39068,43082,48248,35282
546627,46642,39570,40056,40568
546727,40723,41363,47597,42509
546827,48158,48568,37672,34434
546927,44679,48407,40939,36607
547027,39064,38040,46694,45438
547127,41048,49964,42362,31754
547227,38870,49508,44482,31816
547327,41651,39681,46303,44757
547427,48697,40367,43615,47453
547527,43024,52350,45132,35250
547627,43915,42447,40825,40773
547727,44095,44805,41649,42895
547827,43885,50583,35515,41041
547927,30549,50301,44609,39621
548027,43823,46307,31121,45245
548127,38773,45483,36757,46183
548227,30035,51829,45215,41061
548327,42592,49610,32490,40484
548427,21203,49295,50919,44055
548527,38012,49656,37690,45334
548627,43049,46569,34851,46983
548727,31423,47351,47249,46957
548827,47466,43538,32374,49586
548927,40355,44649,41889,49431
549027,37633,48001,42721,45221
549127,38938,48822,36898,42758
549227,39008,42650,38212,50198
549327,42149,50473,36429,42769
549427,35534,47658,41642,44714
549527,34379,49885,44959,43265
549627,43745,49171,35745,45031
549727,27010,50428,47546,38752
549827,41107,44915,35915,47059
549927,44648,44104,39074,47826
550027,34061,46965,54003,36311
550127,37780,45818,48990,36216
550227,44377,40939,43023,41813
550327,38954,41530,46364,39640
550427,41196,43926,44990,39312
550527,45095,37931,39287,46727
550627,42287,43707,40355,38243
550727,42752,39868,39810,42250
550827,35440,44222,48390,36848
550927,42631,45813,44467,38409
551027,36108,44988,51520,39060
551127,49423,37559,36399,47611
551227,48270,41736,41074,46124
551327,36831,44313,50325,40523
551427,37241,41255,44633,43175
551527,46886,43574,34568,42064
551627,38960,49434,40980,35226
551727,49512,39788,33546,44866
551827,44956,43508,36972,37136
551927,34162,44876,49344,37966
552027,43450,45422,41164,39960
552127,39411,48099,45317,33501
552227,34272,47310,55306,38732
552327,40967,42421,50333,45443
552427,48174,40070,41712,44916
552527,41253,46729,44311,35827
552627,33556,50256,47592,39524
552727,38696,45608,37606,47842
552827,38759,53673,34491,40305
552927,28205,50925,45427,42679
553027,36135,54421,36945,42171
553127,29327,46319,37273,51261
553227,19246,53806,48576,42780
553327,41894,50854,36726,51922
553427,27625,51079,48485,47899
553527,44629,52273,38675,47619
553627,38133,51317,48359,47775
553727,34251,57905,53479,41777
553827,46436,45056,53546,40846
553927,43422,41284,49838,41772
554027,42908,43782,42184,48920
554127,43569,39481,42673,41833
554227,38781,42235,42331,47134
554327,38591,47309,43005,32599
554427,45955,42349,41413,40347
554527,41202,46680,47586,37240
554627,39487,45915,44315,36727
554727,39342,45752,46274,33536
554827,44015,47469,46291,39945
554927,42978,43070,38974,40406
555027,28264,49386,51106,34800
555127,36404,53064,41986,35550
555227,38219,45159,36037,40661
555327,31972,47876,44860,38828
555427,38464,46858,42946,38473
555527,39928,45376,41252,42172
555627,36132,49214,48352,40830
555727,37408,49738,38450,44924
555827,30823,48761,43237,43763
555927,34564,52644,43442,45426
556027,33056,52480,38982,51094
556127,34099,53747,40261,50285
556227,39129,51965,39953,52029
556327,37644,53460,45860,51684
556427,42656,50562,43422,52324
556527,38372,52032,48376,47564
556627,38688,48754,53446,42424
556727,44778,43828,49396,48942
556827,45304,44812,51086,41930
556927,47595,43859,48041,42577
557027,48332,47148,49286,42974
557127,43652,47572,48438,38934
557227,38790,45068,47072,35986
557327,42580,42760,41006,37818
557427,38607,42805,41047,37177
557527,37165,47879,37979,36897
557627,34293,51153,38483,42979
557727,34643,47501,41533,42759
557827,37846,46080,39842,39652
557927,42239,42283,41605,39617
558027,37252,44476,48210,38678
558127,44785,46789,44097,36609
558227,47207,46565,44063,38977
558327,43540,42060,50708,36784
558427,43109,40913,47649,33985
558527,47496,40498,51132,34014
558627,48534,40990,50480,31444
558727,49514,41720,46636,30222
558827,46836,44504,45384,27672
558927,48735,44393,46111,31149
559027,46256,47666,50282,34596
559127,50726,49178,52514,31990
559227,48000,48388,51510,35070
559327,48811,46241,45729,36271
559427,44135,50807,53121,33549
559527,48767,45379,46727,36679
559627,46766,49034,47452,33592
559727,44484,44098,46206,32172
559827,49083,42621,44047,34669
559927,45125,42255,45415,31405
560027,43069,39963,47399,31217
560127,47042,38988,43604,31926
560227,46559,43581,47935,30893
560327,47613,44069,48343,35967
560427,46651,49127,43033,41657
560527,41877,49471,45477,40295
560627,41107,50963,46757,39233
560727,47022,46322,37418,39902
560827,40866,45826,42016,37720
560927,42623,36887,38603,42267
561027,42240,44698,41934,35044
561127,42317,45517,45371,37699
561227,42561,41131,44045,39739
561327,41780,45786,45174,37352
561427,42695,43679,43299,39863
561527,42280,43414,42438,36908
561627,40461,44245,45577,37273
561727,40958,44302,46084,40088
561827,45083,45143,43863,39771
561927,42537,45579,44605,37719
562027,41914,43672,40654,36588
562127,37019,47551,48369,35741
562227,44637,45711,43865,34711
562327,47437,44579,43329,36067
562427,45616,45174,49654,34400
562527,47342,38676,46546,34448
562627,49486,44130,41002,26186
562727,39906,39994,49172,29976
562827,47830,40294,40676,30316
562927,46248,44844,46988,30360
563027,43991,40113,48341,35587
563127,48815,47535,44471,29651
563227,47165,43547,46075,34341
563327,47070,42088,51778,35696
563427,47272,45102,48530,32524
563527,47324,43610,48822,34380
563627,47168,43916,46524,34516
563727,40509,46901,41543,36851
563827,43890,45278,43378,42394
563927,42242,46752,45468,41230
564027,40121,47373,46947,38803
564127,40156,44964,43888,37436
564227,41419,39931,41693,39981
564327,41137,41865,45783,41659
564427,43515,44799,40057,35181
564527,42110,45524,42760,36478
564627,39902,45390,45218,37002
564727,42709,42521,40571,37595
564827,42200,44926,43888,37678
564927,39138,46344,47202,38852
565027,44144,44340,42396,39592
565127,41407,47081,42457,34263
565227,41014,45044,45070,37732
565327,42789,39391,43811,40261
565427,42457,42877,51159,36259
565527,45441,39807,44051,33365
565627,45829,40201,45223,34971
565727,43569,42045,46999,32135
565827,46903,43831,43599,29203
565927,45966,44898,43934,29958
566027,46240,34316,43220,38064
566127,43696,43576,44828,27512
566227,44917,43873,46233,31617
566327,49288,39170,45046,36764
566427,47847,46485,47927,31365
566527,48244,39362,45966,36884
566627,46733,42395,45959,33509
566727,47471,42841,46259,33161
566827,47944,42648,43888,37364
566927,43904,44956,43158,36018
567027,42210,46084,43200,37514
567127,40727,43047,43403,40519
567227,43950,42000,41086,40144
567327,41011,43841,43793,37827
567427,42511,44785,43447,38025
567527,41905,43199,43785,37815
567627,43151,42675,41707,38671
567727,42119,41823,40889,39249
567827,39746,42070,44592,38464
567927,41129,43081,45541,38477
568027,44437,45789,45161,39613
568127,40362,45944,47724,40142
568227,42959,42047,45763,42303
568327,37563,43495,45985,36201
568427,40483,44539,43297,34789
568527,44960,42022,40350,39576
568627,38151,43897,46233,36411
568727,40073,42751,46045,38979
568827,44618,45348,41182,36836
568927,42710,46356,45176,39570
569027,40901,42757,45615,41251
569127,41248,46170,44136,36054
569227,41949,49545,42581,35025
569327,41772,40636,41260,43512
569427,40060,42656,44532,41272
569527,41867,43177,40213,39947
569627,41989,44521,41179,38695
569727,39320,44300,44210,37698
569827,43247,39591,45689,37781
569927,45389,42267,48629,36459
570027,47648,40974,48594,35236
570127,47475,41605,48891,34381
570227,45679,43867,49485,32829
570327,47680,39234,44402,36052
570427,47033,42633,42505,32349
570527,46453,41487,42681,32627
570627,44416,38002,46828,37670
570727,47159,43975,44843,32567
570827,44773,40195,45585,35295
570927,44076,42266,45904,32762
571027,47880,43558,45522,34576
571127,45573,44487,47559,34081
571227,44439,42033,46907,34265
571327,45282,42988,44710,32776
571427,44168,43014,40242,39536
571527,38962,45984,47098,38964
571627,40615,44731,41531,39435
571727,43141,45461,40563,36375
571827,38407,44929,48633,38831
571927,41300,43838,43870,39552
572027,43318,45186,41342,38478
572127,37557,42683,45555,40045
572227,42363,44699,41219,39511
572327,43858,49316,41590,34796
572427,42002,45982,44424,38212
572527,40849,41455,44485,41891
572627,40834,42676,42226,38368
572727,41940,43326,42986,38476
572827,39612,45302,46458,38536
572927,44351,44915,43185,41157
573027,42715,43939,39563,37147
573127,41309,43039,41697,39599
573227,39906,39734,40948,40056
573327,43952,44664,43318,37902
573427,44047,46155,44857,39553
573527,42175,42841,42969,40567
573627,42335,44613,41697,37675
573727,42183,44343,39709,38433
573827,38762,42886,42630,38254
573927,40439,45611,41871,35763
574027,42290,45222,41450,39402
574127,43245,44671,44287,41321
574227,42485,44911,45801,40523
574327,40680,45722,45094,37448
574427,41648,44832,44570,38694
574527,42912,46586,44228,37882
574627,41554,44056,43226,38700
574727,44984,40176,43006,36226
574827,43125,40657,43375,32647
574927,44435,36353,45123,34265
575027,43459,37251,45061,31293
575127,45338,41596,47138,32160
575227,46409,41249,46177,34729
575327,45749,41653,45903,32387
575427,45074,39220,47360,35238
575527,47379,40513,41531,33753
575627,44545,42207,47225,34707
575727,46236,40978,47114,36596
575827,46041,44843,46699,33889
575927,47189,43305,45275,33763
576027,44518,43820,48328,33906
576127,44443,42455,45359,32323
576227,47465,41823,42637,32863
576327,45673,41123,45575,35525
576427,45318,40732,45334,35104
576527,46650,43978,43824,35572
576627,43327,43925,43341,43263
576727,40719,46899,44343,38923
576827,42352,44674,41984,38706
576927,42884,41950,41838,41136
577027,42163,41307,43471,41419
577127,42566,43476,43320,38474
577227,41759,41581,44619,40069
577327,43952,44348,43078,38506
577427,43174,42622,42274,40750
577527,41336,40842,41620,37546
577627,41858,40498,43516,37392
577727,41535,41267,42283,35543
577827,42991,41693,44125,37911
577927,42919,44135,44103,34867
578027,40336,41182,46064,39470
578127,36024,43324,44586,39258
578227,39584,48444,31336,41540
578327,36037,47109,36663,44063
578427,35933,47849,39741,42093
578527,40953,49059,36413,40995
578627,42454,42560,42862,39240
578727,40414,43848,50014,43240
578827,44402,41488,44690,43532
578927,41280,46130,42460,38894
579027,38261,48049,43143,37091
579127,41266,45060,36854,43080
579227,37168,43628,40510,46290
579327,36051,47001,42045,43639
579427,39319,46995,34077,43473
579527,30287,52431,39387,47271
579627,33438,51964,37808,46838
579727,33453,49845,33245,47793
579827,36896,57026,38514,45020
579927,33407,48985,41017,53115
580027,34329,49319,45817,48731
580127,51446,38166,44516,45916
580227,39411,45613,60057,38471
580327,47997,46065,49901,40317
580427,42474,44252,52850,41796
580527,50443,45439,42293,40201
580627,45266,47050,46842,41282
580727,41501,43027,46505,43835
580827,37950,44622,42200,41964
580927,38585,48619,35361,43383
581027,33838,49000,37158,43156
581127,33991,45517,33687,40725
581227,34006,45498,35034,41314
581327,38051,44581,35263,45941
581427,37235,44217,43917,48907
581527,42618,48100,38042,45752
581627,38014,46812,41448,44518
581727,42572,41586,49118,40436
581827,43203,44387,47351,40027
581927,42808,45308,45792,38640
582027,39523,43567,44467,39363
582127,37986,44372,42026,36892
582227,43642,41696,37980,39526
582327,42915,44217,43047,39185
582427,39683,42755,47875,40051
582527,43297,42319,43461,40623
582627,39282,43292,43770,37688
582727,38394,45894,41722,36094
582827,40786,44554,39908,39824
582927,44561,44877,38697,42117
583027,41130,46112,43438,40940
583127,44596,44794,41342,40996
583227,38607,41865,41085,37399
583327,42512,41002,38738,38640
583427,40625,43489,45693,40785
583527,41134,45150,48156,41856
583627,41656,43624,43346,41250
583727,39848,42124,40390,39574
583827,38047,43837,41647,36745
583927,41761,42865,41017,39361
584027,42506,42630,42976,40908
584127,41232,42466,45456,40962
584227,40853,43333,43605,38969
584327,40421,42759,43685,40451
584427,43737,43273,39335,43771
584527,40597,43593,41101,42685
584627,35981,45399,41237,39923
584727,41108,45652,40430,44582
584827,37524,47746,38042,45864
584927,35940,46920,34492,48248
585027,35945,48537,35551,45931
585127,36243,46269,35169,44563
585227,36567,46313,41587,44049
585327,40187,48633,39215,42737
585427,39521,46221,39427,46007
585527,35774,45308,41392,44350
585627,38889,46413,39161,44217
585727,42800,46236,38782,46866
585827,37232,50220,45736,45280
585927,40646,51484,42328,44714
586027,48801,40921,32485,53217
586127,33971,56235,47119,38347
586227,43150,43832,40132,51234
586327,47198,53104,34436,42298
586427,37802,44094,41044,47092
586527,40431,50717,41701,44751
586627,42885,51409,36369,41649
586727,35001,42997,42283,49391
586827,38295,39393,44149,43039
586927,40168,45146,45794,36696
587027,45867,40083,45711,35155
587127,43111,39425,52301,36423
587227,46597,39491,49467,33089
587327,42431,40713,49679,31697
587427,44725,40639,45011,33057
587527,44170,40122,46832,37620
587627,44342,44578,43244,38084
587727,40501,46357,41049,40905
587827,42486,45868,40404,40478
587927,39256,49054,46034,38480
588027,40584,42478,44996,42174
588127,39969,46531,43653,37915
588227,40815,43857,40037,38251
588327,39899,42561,40601,37395
588427,41085,43007,40877,37895
588527,39155,42637,44045,37283
588627,43403,39657,42279,36525
588727,45283,41461,46143,33565
588827,43623,40573,47011,33285
588927,45474,41206,44662,36246
589027,44257,43531,44837,38915
589127,43759,44195,42581,40297
589227,40906,44896,43184,37734
589327,41273,44297,40765,36861
589427,40385,42527,40045,38527
589527,38321,44781,41919,39803
589627,37752,42926,42858,40816
589727,38587,43679,38553,38549
589827,37312,45402,33310,42764
589927,33703,53219,36613,42377
590027,37342,58530,34628,42548
590127,35270,59658,38098,42450
590227,37475,60765,37471,41533
590327,40189,61097,39589,47029
590427,40230,62866,36502,51686
590527,39887,65535,36917,48319
590627,46190,64222,37008,58612
590727,34048,65535,54238,58672
590827,43634,65535,42858,60968
590927,38093,65535,49465,65535
591027,39336,65535,49596,62356
591127,42258,65535,44984,63858
591227,41567,65535,43821,62937
591327,46089,65535,42861,62623
