time,motor.m1,motor.m2,motor.m3,motor.m4
138494,38888,50088,48912,50228
138594,49214,43600,53782,41932
138694,42717,46745,60385,39345
138794,48493,44429,54269,42913
138894,46296,47680,53610,41282
138994,43636,47112,49364,38112
139094,43140,45144,47042,37094
139194,46856,40444,54150,28786
139294,42036,48028,45264,37076
139394,40872,46820,43230,40290
139494,42192,52086,37650,45964
139594,35256,55182,38536,48926
139694,35949,53613,44495,41191
139794,39942,51186,44646,43626
139894,43062,47244,42254,47324
139994,40273,51545,49447,43091
140094,47605,48797,42943,42467
140194,44134,46738,46214,44370
140294,40147,51419,51705,41129
140394,44241,47883,44775,42753
140494,37362,50810,46608,42348
140594,38609,51239,40267,41877
140694,36296,49658,41942,42884
140794,34097,51505,42471,45607
140894,32751,55027,38637,50713
140994,30352,57478,41306,51248
141094,35091,54511,43597,50041
141194,44244,47004,47118,46702
141294,36836,46446,56848,42966
141394,46193,47709,54083,43395
141494,44772,49224,56048,46448
141594,44904,51992,55842,42854
141694,44264,45906,48828,41954
141794,34443,54129,39057,50271
141894,36332,59106,38056,47622
141994,29007,52979,40047,53439
142094,36081,47053,44635,43491
142194,42292,43844,46012,41252
142294,40916,46102,54818,40128
142394,46680,48004,51360,40652
142494,44231,49073,52667,40625
142594,45360,48312,49442,40238
142694,43167,48197,47259,36597
142794,42550,44034,44266,38538
142894,40844,45406,47726,34796
142994,47541,50319,43815,33077
143094,45330,43514,48266,42314
143194,40651,48695,47943,37483
143294,40707,48837,45265,34935
143394,43297,46695,46753,40943
143494,41612,50502,47290,40308
143594,42172,53996,41110,43070
143694,41038,51808,42706,46372
143794,42845,52357,47679,41431
143894,42653,47657,45193,42585
143994,39141,49659,43703,46761
144094,35982,54190,43964,46464
144194,36374,53794,38912,47480
144294,34784,54766,41406,47544
144394,35310,52150,40570,49534
144494,37577,52033,42237,50129
144594,37671,51611,44613,48241
144694,38977,51445,46583,46323
144794,36832,47258,53328,51519
144894,44138,50958,49292,48580
144994,42006,48672,59330,45980
145094,45139,48787,55725,47809
145194,41752,52692,54580,47956
145294,41126,54682,46036,48420
145394,36628,52282,43950,47800
145494,34981,48761,45867,42859
145594,46544,44868,37812,41200
145694,35698,44790,50530,38342
145794,50486,37362,56486,31142
145894,52999,42843,44291,31311
145994,42161,46545,53561,32313
146094,40301,49609,41841,42657
146194,37288,62816,36136,37772
146294,38929,57403,30767,50997
146394,36283,58947,33489,47841
146494,30312,65370,36432,46694
146594,38395,57157,32731,50257
146694,30991,59111,36765,45825
146794,32893,58091,44821,45055
146894,43434,47890,50772,38524
146994,42458,42686,59932,33052
147094,51296,31246,61492,35974
147194,59208,28316,65535,24494
147294,63091,19087,65535,26481
147394,65535,13796,65535,18636
147494,65535,11636,65535,16776
147594,65535,14316,65535,13896
147694,65535,16849,65535,12309
147794,65535,16184,65535,18996
147894,65535,22445,65535,23319
147994,65535,22744,65535,30194
148094,65535,27883,65535,21567
148194,65535,31850,65535,31672
148294,53553,40415,65535,27827
148394,49998,40764,56004,30482
148494,41214,42092,48112,30138
148594,37107,46139,40309,28625
148694,38195,43417,34731,38565
148794,41444,53524,41032,32400
148894,30886,52842,39046,46094
148994,40694,54160,29258,45808
149094,31107,63335,45297,41865
149194,44314,57568,40496,47610
149294,38167,57445,40769,47659
149394,37819,58591,49517,43965
149494,51718,40376,60120,39090
149594,57514,23238,65535,29852
149694,56669,26609,58413,33337
149794,59221,25185,62533,31929
149894,63211,25881,65535,17489
149994,61889,29013,65535,21231
150094,62968,28338,65535,26442
150194,63008,30600,65535,22454
150294,63864,27902,65535,29728
150394,64779,34681,65535,21985
150494,60684,27874,65535,23540
150594,63137,25879,65535,26547
150694,64890,30600,65535,20708
150794,57258,24494,65535,24078
150894,64193,27189,56841,21757
150994,53910,23632,65535,22416
151094,62824,27078,59346,23096
151194,61934,24638,65506,21354
151294,58531,28999,65535,29397
151394,58270,39464,62632,30902
151494,49015,40965,52441,36603
151594,48339,47591,50247,34887
151694,47058,50744,46252,40842
151794,40523,55271,43447,38491
151894,39851,53557,42507,40041
151994,41887,47797,40889,42235
152094,36419,50521,51947,38677
152194,55392,42184,32448,43004
152294,31240,50706,56678,36204
152394,43214,46820,45876,41602
152494,50063,47655,36273,38569
152594,37234,43152,52600,41718
152694,44805,47321,44425,35197
152794,48899,45015,48499,35519
152894,47627,38515,54771,37515
152994,57765,38305,51827,32663
153094,50661,33353,58417,30481
153194,53760,33594,58316,29362
153294,60140,34318,54920,29878
153394,49447,31063,65535,31591
153494,62548,37118,54600,30454
153594,55516,34482,57274,29864
153694,48856,35176,63268,30672
153794,58511,35393,54797,30479
153894,51143,29875,59443,30903
153994,56346,33384,56090,26400
154094,54587,29145,60429,28331
154194,54380,28500,58570,27174
154294,55806,31054,55116,31012
154394,52004,34514,57956,31330
154494,57170,39422,55512,33116
154594,49748,35818,57204,35334
154694,59606,36958,50324,29900
154794,55292,34244,59354,29134
154894,60471,31231,60407,31287
154994,61992,33594,61578,27300
155094,56354,32082,65535,30072
155194,62448,35598,57894,29828
155294,55675,34477,60351,28785
155394,54782,30496,60326,30368
155494,55276,35074,51910,26872
155594,50831,31125,58967,27013
155694,50298,37236,51538,29788
155794,49283,43053,48815,34465
155894,47128,42088,48564,37828
155994,44272,47972,44948,35956
156094,43448,46110,41674,43060
156194,43382,50736,43644,41610
156294,45776,49054,39056,42254
156394,40691,44835,45459,43991
156494,36679,46579,45967,43831
156594,37947,42131,49187,48795
156694,42112,47112,47268,41444
156794,44205,52037,48837,31313
156894,46631,47851,43069,42149
156994,45434,53082,39024,37716
157094,41830,48556,44720,39578
157194,50776,47852,35114,40194
157294,41480,53666,43948,36474
157394,37911,46079,49231,45271
157494,55439,59923,35121,29537
157594,49756,46718,45716,45782
157694,36767,49481,55039,48249
157794,42086,49726,48672,38576
157894,37125,44009,48629,39873
157994,35628,39810,54728,47606
158094,43632,50742,46330,37000
158194,40292,46432,44342,43030
158294,36860,55172,35496,42992
158394,31306,59652,29334,46920
158494,24202,65535,20878,48428
158594,22397,65535,19087,61407
158694,28812,65535,15006,65132
158794,20960,65535,19692,65535
158894,23573,65535,8101,65535
158994,13112,65535,14240,65535
159094,16019,65535,12783,65535
159194,24955,65535,9793,64145
159294,20687,65535,19283,65535
159394,21511,65535,17573,65535
159494,19559,65535,17155,65535
159594,26978,65535,26526,58904
159694,30400,58800,38120,53432
159794,32295,55137,41579,45657
159894,39112,47710,41376,45298
159994,38114,48320,46744,42426
160094,39025,49603,48949,45743
160194,46263,51813,42923,45609
160294,41051,50083,44435,44951
160394,43224,46258,40032,49294
160494,41841,50593,40017,43309
160594,41335,50785,39397,40935
160694,38506,45782,39152,43672
160794,39330,49808,39528,43286
160894,39630,49822,40664,39620
160994,42352,45128,42178,44938
161094,42909,43549,48015,40279
161194,48565,43981,50477,36337
161294,51968,40454,56970,33852
161394,49504,39560,55064,38860
161494,49211,44697,48773,38195
161594,47266,45522,48148,40820
161694,43659,43959,48147,40659
161794,44848,43898,43242,39712
161894,42501,45759,45713,38531
161994,44192,46404,46302,40534
162094,39454,51088,48860,40066
162194,44726,48876,44020,42822
162294,44852,44202,39524,42694
162394,37797,49277,48589,39765
162494,40472,45668,44676,39716
162594,46241,44917,42253,42221
162694,40478,47934,57072,34316
162794,56930,36760,52968,35862
162894,56410,31344,62140,30566
162994,56543,33249,65535,24351
163094,63185,26687,63581,29651
163194,58840,24296,65535,22330
163294,64428,24610,64790,25720
163394,59494,29536,65494,27320
163494,50454,39840,60596,28802
163594,50498,38678,51690,32546
163694,52984,34608,50152,33152
163794,50523,36025,58485,25995
163894,54623,35135,55875,29431
163994,49857,34969,56489,32925
164094,48584,40052,54550,31442
164194,52164,42686,54260,36202
164294,50230,39844,57538,35180
164394,50392,41950,57650,32436
164494,52870,34886,54334,30758
164594,50348,33766,57704,30174
164694,54496,32296,55852,29312
164794,53277,32953,60381,29021
164894,53129,33197,52445,29717
164994,58677,30945,55927,30103
165094,56006,31570,63448,28520
165194,63739,27903,60965,32081
165294,59128,33714,65535,27366
165394,56815,33051,61549,31957
165494,53886,33586,59676,32128
165594,55230,40240,54326,33444
165694,49918,42036,53592,35358
165794,44678,40244,52500,34450
165894,47371,41715,46777,31137
165994,46792,42736,48232,36200
166094,46769,41691,47355,40933
166194,42336,45102,45238,36564
166294,43261,43979,43489,38707
166394,45960,41174,52958,36124
166494,52409,38967,57147,33457
166594,57426,34254,55418,31166
166694,48685,38321,61653,32025
166794,49924,40578,56748,39330
166894,48626,43228,50346,34508
166994,46387,44055,49889,37241
167094,41976,44998,51342,38888
167194,46948,46378,46782,39120
167294,40164,45830,53590,37652
167394,47903,44545,47261,35271
167494,47949,43511,50099,36965
167594,47284,43126,52952,30954
167694,53485,38709,46863,31503
167794,49932,41870,54998,31052
167894,53056,39522,51620,32558
167994,50033,48387,47859,32917
168094,49845,44815,51019,39069
168194,48754,47694,50104,38188
168294,47954,51552,49554,37424
168394,52162,50756,44366,39644
168494,45074,55178,54606,40026
168594,50851,48449,48233,42611
168694,45351,49533,47099,35381
168794,45004,42780,46292,38244
168894,43367,45101,46887,35457
168994,45238,45812,47828,36430
169094,47406,42816,45632,35618
169194,43700,45392,51608,35012
169294,47963,46217,44505,32819
169394,44439,44835,47709,34253
169494,47023,45885,46023,35253
169594,48382,46708,46812,36022
169694,48463,46509,47313,40147
169794,47027,46909,45883,37161
169894,42985,47009,51009,39685
169994,47965,45627,42623,42269
170094,42335,50755,47883,39727
170194,46165,47949,46129,43137
170294,42572,52588,49406,40862
170394,44492,47500,44638,44970
170494,42610,52842,44726,41178
170594,35866,52260,42598,43336
170694,39504,49856,36800,47144
170794,35450,51544,41612,41606
170894,42513,43619,43707,40745
170994,44216,47756,45558,40578
171094,39532,48374,50430,40492
171194,43602,43568,42380,40378
171294,42207,45445,43787,39773
171394,40243,46021,47341,42023
171494,45805,47069,44241,40977
171594,42905,50115,51729,40395
171694,41223,46443,53603,43619
171794,44305,48133,44457,40929
171894,35868,51724,41346,42606
171994,36835,50277,40521,44599
172094,36105,49725,37477,42549
172194,31217,49093,39229,43173
172294,29284,46950,38596,46526
172394,28182,49404,39704,45158
172494,33295,52661,41673,47639
172594,38814,52100,41274,49540
172694,39590,50856,44278,51400
172794,34481,56573,52797,47585
172894,45840,53564,45868,56040
172994,38864,54390,48464,51862
173094,41796,51234,41908,48402
173194,36021,47123,44249,47207
173294,54241,41171,42031,49361
173394,44103,45203,55769,39517
173494,47123,48889,48037,37179
173594,49850,43082,42578,43378
173694,43970,43530,43520,40932
173794,48791,50777,39475,39477
173894,50384,50486,40162,48204
173994,49166,50064,40214,46764
174094,55289,51737,34217,46349
174194,44652,50126,43690,47064
174294,50179,48783,37871,45871
174394,49171,50717,40543,45549
174494,44439,47317,39759,42001
174594,45055,43285,35299,42353
174694,43499,44377,38421,40267
174794,44204,45086,38512,40150
174894,44205,49533,39387,35071
174994,44173,44345,39743,42099
175094,50205,46181,36057,42241
175194,44463,49095,45181,43773
175294,46729,54161,45951,41267
175394,50075,43691,39527,48459
175494,43284,49996,48670,44434
175594,48686,50482,44270,44894
175694,46689,50579,44381,43723
175794,47275,52157,44145,35055
175894,50922,38376,45496,40542
175994,43647,42743,52453,33741
176094,49048,39002,43942,38932
176194,44773,41599,46779,36237
176294,41963,39859,45023,39031
176394,47772,43240,37656,37980
176494,38503,39401,51185,49271
176594,42087,48273,43921,42679
176694,49654,46474,36538,43390
176794,44467,50307,41073,40361
176894,42067,45847,48819,46371
176994,44887,44547,44351,51003
177094,44565,48685,46239,47471
177194,38894,43702,50638,48242
177294,44446,45654,48104,44604
177394,45431,45577,49241,44675
177494,37791,32583,54195,56695
177594,49066,53552,44190,37620
177694,43342,38794,47422,50486
177794,40907,45785,49743,44121
177894,45018,44910,43348,39700
177994,45114,45302,36500,32804
178094,30794,32822,47658,47430
178194,44982,44862,37176,34896
178294,38209,38083,42241,39439
178394,38577,36337,51551,53687
178494,55622,55520,43642,38656
178594,42574,46398,65535,56310
178694,60693,55957,49651,53735
178794,49987,53675,56985,50989
178894,46855,47833,48343,49817
178994,44310,50042,44932,42508
179094,42023,45769,39791,39585
179194,40382,40856,40046,41532
179294,38951,42341,40439,41569
179394,44934,47538,35054,38046
179494,38565,42535,37333,41839
179594,42607,47317,36459,40005
179694,42902,46396,40360,45530
179794,44792,45126,42956,50274
179894,47772,49968,41234,43294
179994,48590,49838,43932,44716
180094,46349,45351,45719,49081
180194,52996,51432,42670,39278
180294,48610,46930,44242,41774
180394,48742,41242,41162,47250
180494,43590,49308,43276,35794
180594,45997,42417,42473,43141
180694,45202,43734,43624,42748
180794,41239,41775,47875,45383
180894,41598,40508,41296,40834
180994,48072,49330,35560,33286
181094,39823,42413,49087,47701
181194,45294,52788,49406,42016
181294,50111,46547,47899,48095
181394,43829,41517,50713,50309
181494,43100,51950,48196,39294
181594,42562,41204,50192,49334
181694,49988,51200,44844,40172
181794,38583,55087,50549,32793
181894,50777,37685,36411,49003
181994,39447,51793,45585,37883
182094,42503,45249,39327,46737
182194,35316,53126,45222,37848
182294,41826,44964,40426,44008
182394,43646,39568,42030,42904
182494,40186,46996,47172,39270
182594,50949,44473,43153,46777
182694,45394,40162,48212,49448
182794,47571,49809,45311,40297
182894,44792,45728,42914,40410
182994,45385,41545,42189,44537
183094,43254,47334,46128,41416
183194,47113,47659,43355,41833
183294,46327,41289,42825,45591
183394,42128,46140,45878,39602
183494,46888,48228,43218,39702
183594,44411,41551,42363,42027
183694,40977,40955,41127,39197
183794,42292,47826,44760,36574
183894,47270,42150,40432,44772
183994,44837,48083,47011,42365
184094,46406,47626,47558,44298
184194,50791,46321,43811,46309
184294,44690,45756,47958,44096
184394,46575,43969,43053,43419
184494,46056,43862,41354,41864
184594,44580,44542,42844,42706
184694,46195,46489,44029,42739
184794,47964,43946,42096,43098
184894,46297,43265,40653,41113
184994,24221,24363,24279,20121
185094,27813,25933,27369,25957
185194,32777,34201,34889,28561
185294,43241,35937,41359,41491
185394,49418,46530,47078,39974
185494,53756,45146,53968,54450
185594,52115,51857,58675,50093
185694,62515,49873,48611,50765
185794,54188,50924,56166,48794
185894,51755,40975,50263,50667
359327,0,0,0,0
359427,0,0,0,0
359527,0,0,0,0
359627,0,0,0,0
359727,0,0,0,0
359827,0,0,0,0
359927,0,0,0,0
360027,0,0,0,0
360127,0,0,0,0
360227,0,0,0,0
360327,30378,36160,36218,33668
360427,60719,36539,11399,35123
360527,36191,33031,40927,48047
360627,39416,15758,51144,65535
360727,40128,47684,52878,37078
360827,53319,14285,40067,29137
360927,34070,39112,39202,39540
361027,42424,46780,39156,38016
361127,44482,41656,45924,47534
361227,47578,51944,53952,44494
361327,60707,58141,62769,56523
361427,53881,55393,54993,48685
361527,45936,46526,49768,44526
361627,45026,33620,40414,44952
361727,39531,44915,43113,34553
361827,40262,38156,40238,39800
361927,37470,36872,38794,36524
362027,43003,41455,38415,35131
362127,42969,39763,40599,40229
362227,39879,41609,44319,41029
362327,47077,42275,35337,38695
362427,44470,44922,41352,41500
362527,43665,47433,47559,41647
362627,45532,43944,45158,43294
362727,48193,44889,44499,45451
362827,46487,45475,47451,45183
362927,47038,46294,46694,43530
363027,46278,44518,45292,43136
363127,44523,43473,44275,42197
363227,40877,40669,44423,41579
363327,43048,41222,39804,40218
363427,43971,41159,38733,40277
363527,42039,43041,45199,42741
363627,45296,45660,46320,43372
363727,48675,42325,43875,46665
363827,45296,43592,46286,44482
363927,42294,47584,45274,37444
364027,47492,43436,42566,44850
364127,43744,43528,45024,43724
364227,43300,44954,46230,42968
364327,45032,43812,41530,41078
364427,43094,43464,40970,39812
364527,42524,43028,45108,44828
364627,46473,45387,43419,43869
364727,43884,45696,44018,41374
364827,44062,44824,42646,42388
364927,47798,42756,41910,46248
365027,42680,43324,45686,44630
365127,41667,43071,42837,42601
365227,46778,40832,40016,45718
365327,44751,43545,42871,43833
365427,42283,48233,46849,41255
365527,45923,42423,42975,46031
365627,46641,39889,38953,46005
365727,39961,45851,48857,42831
365827,44530,44060,45110,44832
365927,49184,42154,38930,45680
366027,40191,46709,47215,42085
366127,41456,44296,46186,43190
366227,49852,40928,39718,47554
366327,45654,41992,43710,47520
366427,46351,43183,41603,45491
366527,43551,46327,47263,45887
366627,45137,49241,46633,42481
366727,46629,46631,41557,44159
366827,43158,45468,44986,43848
366927,40929,44769,42683,39375
367027,44542,44276,40182,40552
367127,43905,45325,44773,42317
367227,45873,45861,44765,43849
367327,46237,46259,43459,42801
367427,44040,45302,42262,40832
367527,46600,44058,43680,46054
367627,44749,46177,46125,43909
367727,43860,47514,46858,42404
367827,44097,43499,43187,43353
367927,40536,45708,45588,40432
368027,40738,45396,46368,42050
368127,44326,44644,42540,42238
368227,43082,44976,48178,46620
368327,41198,44364,45414,43620
368427,43338,49298,43038,39554
368527,44952,47210,42242,41152
368627,37727,44333,48837,43539
368727,39846,46380,43422,40136
368827,43540,45700,43480,43020
368927,36099,45407,48955,40919
369027,47699,47815,39899,41355
369127,44511,49321,45103,41089
369227,36087,45317,52827,45137
369327,49731,46951,42089,40425
369427,42114,45108,45038,38704
369527,38879,44373,45307,42653
369627,45143,45127,43433,43493
369727,40576,49808,45024,44176
369827,39239,50915,38291,45723
369927,38118,53540,35774,47772
370027,38859,51415,34805,49317
370127,34224,49192,37830,48538
370227,37674,52238,37900,47840
370327,38064,50408,38070,49074
370427,37975,55787,36921,46021
370527,32533,49117,44053,53229
370627,38636,51968,36262,47078
370727,30934,54534,43894,45794
370827,40657,47703,33879,54797
370927,31252,53520,40590,50606
371027,43251,51373,32231,51645
371127,31321,50785,47201,51817
371227,49659,43351,41819,50155
371327,43709,46309,52147,39779
371427,42412,48160,48330,37738
371527,46150,43264,47240,45426
371627,42964,46640,47228,41024
371727,43185,46485,45345,41085
371827,44517,44235,42113,40171
371927,41561,48463,48683,40461
372027,43577,47735,44221,42799
372127,46540,49632,38578,36286
372227,34061,42201,49171,39919
372327,44246,44678,37024,38300
372427,43722,45160,39928,41418
372527,44146,48114,46548,40328
372627,46519,47035,44735,42747
372727,41499,46805,47751,44493
372827,43376,45952,43600,40940
372927,40769,48751,47065,39799
373027,36972,49226,45884,44606
373127,39619,54217,33541,45503
373227,33341,52795,39133,48999
373327,37005,54271,38641,48643
373427,32554,54144,42894,47244
373527,37402,49556,40946,49036
373627,34299,50025,41821,45391
373727,41332,45882,37490,50032
373827,37552,50430,44004,46326
373927,54271,51119,48677,47287
374027,64215,28571,60049,30169
374127,56989,39025,63303,25063
374227,51320,36614,57184,32086
374327,42548,45402,43752,42730
374427,43663,42479,48525,37325
374527,44358,43810,46980,34724
374627,47361,37021,48081,37145
374727,46595,37817,52265,35287
374827,50151,34515,53739,34151
374927,46409,42111,52835,36353
375027,48114,42744,51710,35080
375127,60301,27403,62345,28071
375227,61485,25823,65535,22103
375327,56260,26756,62600,26244
375427,48270,36910,59018,33378
375527,45708,40570,51040,34650
375627,47628,42076,45344,38520
375727,42910,47240,48456,36450
375827,40628,44786,43770,36988
375927,44063,46049,43179,39445
376027,39570,48390,49484,41072
376127,43191,46639,44291,42727
376227,40099,46531,46767,42811
376327,43472,47854,45748,42934
376427,37273,50825,49629,37269
376527,50562,42526,37564,49104
376627,36000,43486,49996,45882
376727,38154,50400,41706,36056
376827,45965,41507,47869,35763
376927,47188,38218,59226,34308
377027,53357,35501,57287,29431
377127,52573,34225,59771,31727
377227,58730,31170,61734,31590
377327,55582,30292,65535,20084
377427,62607,21575,62569,24177
377527,65535,21929,65535,16167
377627,64956,24568,65535,23440
377727,59812,28074,65535,28596
377827,57359,32853,65535,25513
377927,59460,31598,63324,25750
378027,56091,30479,61561,23825
378127,56128,26454,59736,26550
378227,61448,29096,58194,25954
378327,54712,28240,65535,26520
378427,59070,30438,65535,20540
378527,57503,34845,59303,30993
378627,47671,41421,55481,34999
378727,46799,44569,48963,37881
378827,44439,48439,46275,35679
378927,42506,49966,45188,38388
379027,40906,47640,45414,33596
379127,42883,45629,41289,36775
379227,40308,44100,45312,41636
379327,42071,46603,45969,36573
379427,43387,47067,43301,39809
379527,41009,48233,46093,41613
379627,45788,40474,49846,37884
379727,50881,37719,47209,35571
379827,47403,37245,56553,31299
379927,53607,34965,56425,34651
380027,56096,34506,56416,31186
380127,50540,34240,65535,31566
380227,57465,37643,60465,29515
380327,54080,35444,63328,27256
380427,57515,31083,62163,29719
380527,56690,27080,63792,27870
380627,58842,30110,61764,22508
380727,56368,27292,61258,25602
380827,55997,27527,59871,23293
380927,58769,29319,61385,24755
381027,58972,26734,61786,25976
381127,55610,30744,65535,23474
381227,63764,27844,59820,25876
381327,55098,29036,65535,25242
381427,59267,31569,61751,26609
381527,57308,32928,63218,25450
381627,56654,28726,64044,29384
381727,49585,37629,54261,30129
381827,43985,43327,53019,35125
381927,44457,50239,47729,36055
382027,43181,44039,38081,38771
382127,40390,44112,41442,33868
382227,42161,48187,38535,40341
382327,50168,36588,55272,32876
382427,47114,36920,54980,33958
382527,45662,44470,46906,40050
382627,44044,40670,53548,36302
382727,56228,35894,53454,31572
382827,55643,28347,64207,33155
382927,53111,38497,57591,33505
383027,48818,40740,52078,32136
383127,41957,51035,42869,40035
383227,26892,64616,26102,55654
383327,33436,60996,27596,48048
383427,35088,56056,33316,46280
383527,34008,55554,37274,48460
383627,33362,55506,35130,47110
383727,39410,43212,55096,31182
383827,53674,27750,59832,29604
383927,54132,19214,65535,22650
384027,65535,12545,65535,24385
384127,65535,9347,65535,14951
384227,65535,9838,65535,13338
384327,65535,11486,65535,14600
384427,65535,19702,65535,15976
384527,54498,28736,65535,29560
384627,51492,46964,63232,41260
384727,48572,52196,63254,41914
384827,39695,52247,46897,45773
384927,37107,56489,41293,37671
385027,41511,50851,29639,43803
385127,47094,46148,32794,46608
385227,32184,55086,47484,33234
385327,38541,42201,33853,44805
385427,40035,37227,52519,30635
385527,51006,24266,58600,24948
385627,53383,19325,65535,18149
385727,65535,12381,65535,18529
385827,65535,12618,65535,13476
385927,65535,14235,65535,14045
386027,65535,26663,65535,26899
386127,51885,42197,65535,33917
386227,47243,47287,57405,41957
386327,33267,65535,38273,51039
386427,32355,65535,28465,47407
386527,35585,54537,16749,48585
386627,30426,64534,33034,39306
386727,43005,52143,33211,51237
386827,34076,60678,39794,38488
386927,30221,52147,45853,46383
387027,41400,51746,37672,36370
387127,27347,53783,45387,48475
387227,44876,42936,51380,36036
387327,49837,35681,63957,27913
387427,62364,22538,65535,26340
387527,60052,12220,65535,19454
387627,65535,13591,65535,12289
387727,65535,10396,65535,13992
387827,65535,8509,65535,13427
387927,65365,13845,65535,8719
388027,55886,23472,65535,27444
388127,45271,44187,59461,40085
388227,52534,42894,56600,41952
388327,61596,39832,64704,28696
388427,65535,30042,65535,30536
388527,58013,36187,63625,25219
388627,50535,37503,54653,30853
388727,40640,42234,47860,32182
388827,53261,30219,51829,25335
388927,44932,36802,54710,29176
389027,48035,43387,47605,30189
389127,45117,41895,41985,36827
389227,35860,48422,54312,33446
389327,47761,47941,40643,40511
389427,46311,50551,38771,39235
389527,32308,49128,49814,35986
389627,48353,44861,37423,40851
389727,40229,51923,45555,34941
389827,38053,43749,47449,41053
389927,38408,51782,50894,31264
390027,47523,45683,43297,37773
390127,39086,47326,54554,38642
390227,48112,46418,46694,41300
390327,51565,43191,48655,36825
390427,49127,34183,50953,31185
390527,46378,34066,49698,30518
390627,48331,38175,48435,35275
390727,46441,38219,46105,36987
390827,50712,37050,50324,30898
390927,53701,34221,53461,34985
391027,49830,39232,59284,34430
391127,52807,42485,53929,32603
391227,51548,42562,53490,33536
391327,49223,38237,54785,38339
391427,50667,37767,55085,30037
391527,52883,32669,54479,29593
391627,51203,32429,56703,25721
391727,55070,32836,52440,25402
391827,50917,32839,59599,27881
391927,55800,34666,54874,29028
392027,55077,36535,56019,27713
392127,50543,31819,63321,29885
392227,60395,35229,55623,29777
392327,50771,39069,60643,25989
392427,53312,33734,60276,29282
392527,58656,32750,56806,27356
392627,56813,29629,65485,18657
392727,63064,21774,61742,30164
392827,65535,26047,65535,16295
392927,59658,31502,60456,27940
393027,48519,37011,58001,34849
393127,45510,45190,48390,34522
393227,44554,46988,43260,37010
393327,46505,47237,40491,37075
393427,44821,44263,43219,34317
393527,41961,43427,46355,38081
393627,43195,47865,47161,36635
393727,42518,48346,43728,37308
393827,42356,37682,40184,51430
393927,38030,46280,47098,40460
394027,44925,47419,39623,41673
394127,42411,49395,45761,40665
394227,42522,48426,45458,40858
394327,40301,49815,43249,36751
394427,43851,49485,44787,37741
394527,43055,48657,42223,41033
394627,38756,50418,43798,40144
394727,42704,46026,44434,40692
394827,46044,46356,43862,35638
394927,48974,37538,56104,31904
395027,52078,28346,58102,27438
395127,54331,27075,64813,23421
395227,65468,28722,58998,21980
395327,33990,46938,42288,44040
395427,61701,25975,65535,20755
395527,65535,21134,65535,18862
395627,61491,22761,65535,18919
395727,65535,30430,65535,26418
395827,65535,31641,65535,23779
395927,65535,32261,65535,23127
396027,58015,29523,63551,22887
396127,57047,32395,59667,26051
396227,51557,31805,57379,24503
396327,51795,34333,56533,24031
396427,52384,38418,51488,31906
396527,48556,42222,56558,27964
396627,50611,41871,46601,36561
396727,49440,38696,46786,34418
396827,42532,41884,53606,34862
396927,49564,43182,45232,41590
397027,40966,49780,44106,40092
397127,39139,53705,39617,45379
397227,37507,55851,31163,46383
397327,34582,60584,34086,46324
397427,40251,50963,35511,53035
397527,44389,48437,43507,36959
397627,39849,56499,41767,45969
397727,39241,51477,38649,46365
397827,43486,50406,44964,29992
397927,47584,33782,55312,30662
398027,29635,50649,38031,46773
398127,54451,26735,65535,19255
398227,62814,24538,65535,20846
398327,65535,19451,65535,20703
398427,65535,18043,65535,10543
398527,65535,16048,65535,15288
398627,65535,23023,65535,19555
398727,54748,35538,65535,16994
398827,59539,31741,60323,34113
398927,60431,33879,65535,22125
399027,59448,31562,65535,20584
399127,58628,26568,64550,24234
399227,57535,31131,59427,21635
399327,53174,36902,58588,28112
399427,50816,38526,50708,33074
399527,46466,42074,52472,30328
399627,37966,50050,39282,40342
399727,53034,32654,51156,28972
399827,44949,44191,53565,26295
399927,45799,43929,47887,37769
400027,41881,47873,47487,37331
400127,41837,45315,47317,36747
400227,44470,43866,49166,39530
400327,44172,45112,47774,36530
400427,43708,44434,44504,36218
400527,42267,44807,43205,38049
400627,42699,50775,43949,37001
400727,44145,46425,42691,41559
400827,39930,51336,43440,38022
400927,41018,49154,41170,46062
401027,38158,54828,38170,41500
401127,35011,53363,43115,45507
401227,38148,45168,40340,46092
401327,35102,49592,45642,37076
401427,38295,51029,41523,47237
401527,44145,52059,38005,47983
401627,34259,52965,47099,48409
401727,39660,52960,40834,48798
401827,35378,56586,43850,43738
401927,40630,56650,42592,48408
402027,32670,45732,45900,47790
402127,40586,52930,43622,40690
402227,35752,44800,44864,45648
402327,36261,50161,46985,43689
402427,39827,51031,45281,44857
402527,37727,53437,44611,41413
402627,37959,47927,41599,44795
402727,36486,47916,40944,42654
402827,40004,49696,41104,45288
402927,39035,50327,38919,43247
403027,30307,53035,48155,41467
403127,42294,49366,38152,48728
403227,36837,54333,47327,47167
403327,41043,56121,40283,43185
403427,40111,47489,43905,46231
403527,41289,51739,52645,40791
403627,50698,47858,43670,46446
403727,43328,47508,43738,39182
403827,45278,48950,46284,39544
403927,45811,45329,44281,41359
404027,39778,44444,45576,35394
404127,45599,39569,40185,34851
404227,42036,40836,51064,31516
404327,46924,44814,47210,30032
404427,45496,41576,47708,37892
404527,44948,45280,50012,32396
404627,45979,43433,44449,33043
404727,45087,41681,45135,37269
404827,46899,48477,49515,33105
404927,48092,48768,50668,35844
405027,48450,45330,50598,41618
405127,46852,48634,50558,36580
