time,pm.vbat,
37435,3.9642229080200195,
37535,3.958944320678711,
37635,3.958944320678711,
37735,3.958944320678711,
37835,3.958944320678711,
37935,3.958944320678711,
38035,3.958944320678711,
38135,3.9642229080200195,
38235,3.958944320678711,
38335,3.958944320678711,
38435,3.958944320678711,
38535,3.958944320678711,
38635,3.958944320678711,
38735,3.9642229080200195,
38835,3.958944320678711,
38935,3.958944320678711,
39035,3.958944320678711,
39135,3.958944320678711,
39235,3.958944320678711,
39335,3.958944320678711,
39435,3.958944320678711,
39535,3.5049853324890137,
39635,3.6105573177337646,
39735,3.6369502544403076,
39835,3.6791789531707764,
39935,3.7055718898773193,
40035,3.7055718898773193,
40135,3.6369502544403076,
40235,3.6791789531707764,
40335,3.6263930797576904,
40435,3.578885793685913,
40535,3.5472142696380615,
40635,3.594721555709839,
40735,3.6000001430511475,
40835,3.7055718898773193,
40935,3.568328619003296,
41035,3.5049853324890137,
41135,3.541935443878174,
41235,3.5102639198303223,
41335,3.515542507171631,
41435,3.55249285697937,
41535,3.55249285697937,
41635,3.5894429683685303,
41735,3.5894429683685303,
41835,3.5894429683685303,
41935,3.578885793685913,
42035,3.5841643810272217,
42135,3.5736072063446045,
42235,3.5630500316619873,
42335,3.5472142696380615,
42435,3.5313782691955566,
42535,3.5208210945129395,
42635,3.526099681854248,
42735,3.526099681854248,
42835,3.541935443878174,
42935,3.55249285697937,
43035,3.5736072063446045,
43135,3.5894429683685303,
43235,3.526099681854248,
43335,3.541935443878174,
43435,3.5208210945129395,
43535,3.5894429683685303,
79842,3.932551383972168,
79942,3.932551383972168,
80042,3.932551383972168,
80142,3.932551383972168,
80242,3.932551383972168,
80342,3.932551383972168,
80442,3.932551383972168,
80542,3.932551383972168,
80642,3.932551383972168,
80742,3.932551383972168,
80842,3.932551383972168,
80942,3.932551383972168,
81042,3.932551383972168,
81142,3.932551383972168,
81242,3.932551383972168,
81342,3.932551383972168,
81442,3.932551383972168,
81542,3.932551383972168,
81642,3.932551383972168,
81742,3.932551383972168,
81842,3.932551383972168,
81942,3.4521994590759277,
82042,3.6369502544403076,
82142,3.594721555709839,
82242,3.6527860164642334,
82342,3.668621778488159,
82442,3.642228841781616,
82542,3.668621778488159,
82642,3.594721555709839,
82742,3.5736072063446045,
82842,3.5366568565368652,
82942,3.5472142696380615,
83042,3.578885793685913,
83142,3.5313782691955566,
83242,3.5366568565368652,
83342,3.5208210945129395,
83442,3.5472142696380615,
83542,3.526099681854248,
83642,3.5472142696380615,
83742,3.5736072063446045,
83842,3.5630500316619873,
83942,3.515542507171631,
84042,3.4838709831237793,
84142,3.526099681854248,
84242,3.55249285697937,
84342,3.5366568565368652,
84442,3.526099681854248,
84542,3.5577714443206787,
84642,3.5313782691955566,
84742,3.568328619003296,
84842,3.55249285697937,
84942,3.5366568565368652,
85042,3.515542507171631,
85142,3.5049853324890137,
85242,3.5049853324890137,
85342,3.5049853324890137,
85442,3.5102639198303223,
85542,3.5208210945129395,
85642,3.5208210945129395,
85742,3.5313782691955566,
85842,3.4944281578063965,
85942,3.489149570465088,
86042,3.462756633758545,
86142,3.515542507171631,
86242,3.515542507171631,
86342,3.5366568565368652,
86442,3.6158359050750732,
86542,3.3888564109802246,
86642,3.7002933025360107,
86742,3.462756633758545,
86842,3.515542507171631,
64310,3.921994209289551,
64410,3.921994209289551,
64510,3.921994209289551,
64610,3.921994209289551,
64710,3.921994209289551,
64810,3.921994209289551,
64910,3.921994209289551,
65010,3.921994209289551,
65110,3.921994209289551,
65210,3.921994209289551,
65310,3.921994209289551,
65410,3.921994209289551,
65510,3.921994209289551,
65610,3.921994209289551,
65710,3.921994209289551,
65810,3.921994209289551,
65910,3.921994209289551,
66010,3.921994209289551,
66110,3.921994209289551,
66210,3.916715621948242,
66310,3.921994209289551,
66410,3.5208210945129395,
66510,3.5894429683685303,
66610,3.5630500316619873,
66710,3.6263930797576904,
66810,3.594721555709839,
66910,3.6105573177337646,
67010,3.568328619003296,
67110,3.541935443878174,
67210,3.4944281578063965,
67310,3.605278730392456,
67410,3.5736072063446045,
67510,3.5577714443206787,
67610,3.541935443878174,
67710,3.5630500316619873,
67810,3.5208210945129395,
67910,3.5102639198303223,
68010,3.526099681854248,
68110,3.4944281578063965,
68210,3.4521994590759277,
68310,3.462756633758545,
68410,3.5049853324890137,
68510,3.55249285697937,
68610,3.55249285697937,
68710,3.541935443878174,
68810,3.5366568565368652,
68910,3.5366568565368652,
69010,3.5630500316619873,
69110,3.5366568565368652,
69210,3.541935443878174,
69310,3.526099681854248,
69410,3.526099681854248,
69510,3.4944281578063965,
69610,3.5102639198303223,
69710,3.4944281578063965,
69810,3.5049853324890137,
69910,3.489149570465088,
70010,3.5102639198303223,
70110,3.489149570465088,
70210,3.515542507171631,
70310,3.5049853324890137,
70410,3.55249285697937,
70510,3.489149570465088,
70610,3.462756633758545,
70710,3.473313808441162,
