time,pm.vbat,
8832,3.9747800827026367,
8932,3.9747800827026367,
9032,3.969501495361328,
9132,3.9747800827026367,
9232,3.9747800827026367,
9332,3.9747800827026367,
9432,3.9747800827026367,
9532,3.9747800827026367,
9632,3.9747800827026367,
9732,3.9747800827026367,
9832,3.9747800827026367,
9932,3.9747800827026367,
10032,3.9747800827026367,
10132,3.9747800827026367,
10232,3.9747800827026367,
10332,3.9747800827026367,
10432,3.9747800827026367,
10532,3.9747800827026367,
10632,3.9747800827026367,
10732,3.9747800827026367,
10832,3.9747800827026367,
10932,3.6158359050750732,
11032,3.7266862392425537,
11132,3.7002933025360107,
11232,3.710850477218628,
11332,3.737243413925171,
11432,3.7055718898773193,
11532,3.7794721126556396,
11632,3.7847506999969482,
11732,3.684457540512085,
11832,3.7266862392425537,
11932,3.7055718898773193,
12032,3.6791789531707764,
12132,3.6633431911468506,
12232,3.647507429122925,
12332,3.647507429122925,
12432,3.7055718898773193,
12532,3.7319648265838623,
12632,3.695014715194702,
12732,3.7055718898773193,
12832,3.6739003658294678,
12932,3.658064603805542,
13032,3.6739003658294678,
13132,3.6897361278533936,
13232,3.7055718898773193,
13332,3.7055718898773193,
13432,3.7055718898773193,
13532,3.7002933025360107,
13632,3.6897361278533936,
13732,3.6739003658294678,
13832,3.6633431911468506,
13932,3.668621778488159,
14032,3.6633431911468506,
14132,3.668621778488159,
14232,3.6739003658294678,
14332,3.668621778488159,
14432,3.668621778488159,
14532,3.668621778488159,
14632,3.668621778488159,
14732,3.6739003658294678,
14832,3.668621778488159,
14932,3.668621778488159,
15032,3.6633431911468506,
15132,3.658064603805542,
15232,3.6633431911468506,
15332,3.658064603805542,
15432,3.658064603805542,
15532,3.658064603805542,
15632,3.6527860164642334,
15732,3.6527860164642334,
15832,3.6527860164642334,
15932,3.6527860164642334,
16032,3.6527860164642334,
16132,3.6527860164642334,
16232,3.658064603805542,
16332,3.647507429122925,
16432,3.6527860164642334,
16532,3.647507429122925,
16632,3.642228841781616,
16732,3.6369502544403076,
16832,3.642228841781616,
16932,3.6369502544403076,
17032,3.642228841781616,
17132,3.647507429122925,
17232,3.642228841781616,
17332,3.642228841781616,
17432,3.642228841781616,
17532,3.647507429122925,
17632,3.642228841781616,
17732,3.6369502544403076,
17832,3.642228841781616,
17932,3.6369502544403076,
18032,3.6369502544403076,
18132,3.642228841781616,
18232,3.642228841781616,
18332,3.631671667098999,
18432,3.6369502544403076,
18532,3.631671667098999,
18632,3.631671667098999,
18732,3.631671667098999,
18832,3.6263930797576904,
18932,3.6263930797576904,
19032,3.631671667098999,
19132,3.631671667098999,
19232,3.6369502544403076,
19332,3.6369502544403076,
19432,3.631671667098999,
19532,3.6263930797576904,
19632,3.6263930797576904,
19732,3.631671667098999,
19832,3.621114492416382,
19932,3.6263930797576904,
20032,3.621114492416382,
20132,3.621114492416382,
20232,3.6263930797576904,
20332,3.621114492416382,
20432,3.6263930797576904,
20532,3.6263930797576904,
20632,3.6263930797576904,
20732,3.621114492416382,
20832,3.621114492416382,
20932,3.6158359050750732,
21032,3.6158359050750732,
21132,3.6105573177337646,
21232,3.6158359050750732,
21332,3.6158359050750732,
21432,3.621114492416382,
21532,3.621114492416382,
21632,3.621114492416382,
21732,3.621114492416382,
21832,3.6158359050750732,
21932,3.6105573177337646,
22032,3.605278730392456,
22132,3.6000001430511475,
22232,3.605278730392456,
22332,3.6105573177337646,
22432,3.6158359050750732,
22532,3.6158359050750732,
22632,3.621114492416382,
22732,3.6105573177337646,
22832,3.6158359050750732,
22932,3.6105573177337646,
23032,3.6105573177337646,
23132,3.6105573177337646,
23232,3.6105573177337646,
23332,3.6105573177337646,
23432,3.6105573177337646,
23532,3.605278730392456,
23632,3.605278730392456,
23732,3.605278730392456,
23832,3.6105573177337646,
23932,3.605278730392456,
24032,3.6000001430511475,
24132,3.594721555709839,
24232,3.605278730392456,
24332,3.605278730392456,
24432,3.605278730392456,
24532,3.605278730392456,
24632,3.6105573177337646,
24732,3.605278730392456,
24832,3.605278730392456,
24932,3.605278730392456,
25032,3.6000001430511475,
25132,3.6000001430511475,
25232,3.6000001430511475,
25332,3.594721555709839,
25432,3.594721555709839,
25532,3.594721555709839,
25632,3.5894429683685303,
25732,3.5841643810272217,
25832,3.6000001430511475,
25932,3.6000001430511475,
26032,3.6000001430511475,
26132,3.605278730392456,
26232,3.605278730392456,
26332,3.605278730392456,
26432,3.6000001430511475,
26532,3.6000001430511475,
26632,3.594721555709839,
26732,3.5894429683685303,
26832,3.578885793685913,
26932,3.594721555709839,
27032,3.5894429683685303,
27132,3.5894429683685303,
27232,3.594721555709839,
27332,3.594721555709839,
27432,3.6000001430511475,
27532,3.6000001430511475,
27632,3.5894429683685303,
27732,3.6000001430511475,
27832,3.594721555709839,
27932,3.594721555709839,
28032,3.5894429683685303,
28132,3.5841643810272217,
28232,3.5841643810272217,
28332,3.5894429683685303,
28432,3.5841643810272217,
28532,3.5841643810272217,
28632,3.5894429683685303,
28732,3.5894429683685303,
28832,3.5894429683685303,
28932,3.594721555709839,
29032,3.594721555709839,
29132,3.5894429683685303,
29232,3.5894429683685303,
29332,3.5841643810272217,
29432,3.5894429683685303,
29532,3.5894429683685303,
29632,3.5841643810272217,
29732,3.578885793685913,
29832,3.5894429683685303,
29932,3.5894429683685303,
30032,3.5894429683685303,
30132,3.5841643810272217,
30232,3.5894429683685303,
30332,3.5894429683685303,
30432,3.5894429683685303,
30532,3.5894429683685303,
30632,3.5841643810272217,
30732,3.578885793685913,
30832,3.5736072063446045,
30932,3.578885793685913,
31032,3.578885793685913,
31132,3.5841643810272217,
31232,3.5841643810272217,
31332,3.5894429683685303,
31432,3.5841643810272217,
31532,3.5841643810272217,
31632,3.5841643810272217,
31732,3.5841643810272217,
31832,3.578885793685913,
31932,3.578885793685913,
32032,3.578885793685913,
32132,3.578885793685913,
32232,3.578885793685913,
32332,3.5736072063446045,
32432,3.578885793685913,
32532,3.578885793685913,
32632,3.5841643810272217,
32732,3.578885793685913,
32832,3.5841643810272217,
32932,3.5841643810272217,
33032,3.578885793685913,
33132,3.578885793685913,
33232,3.578885793685913,
33332,3.578885793685913,
33432,3.578885793685913,
33532,3.578885793685913,
33632,3.578885793685913,
33732,3.5736072063446045,
33832,3.578885793685913,
33932,3.578885793685913,
34032,3.578885793685913,
34132,3.578885793685913,
34232,3.578885793685913,
34332,3.5736072063446045,
34432,3.578885793685913,
34532,3.578885793685913,
34632,3.5736072063446045,
34732,3.5736072063446045,
34832,3.5736072063446045,
34932,3.5736072063446045,
35032,3.578885793685913,
35132,3.578885793685913,
35232,3.578885793685913,
35332,3.5736072063446045,
35432,3.568328619003296,
35532,3.568328619003296,
35632,3.568328619003296,
35732,3.568328619003296,
35832,3.5736072063446045,
35932,3.5736072063446045,
36032,3.5630500316619873,
36132,3.568328619003296,
