time,stateEstimate.x,stateEstimate.y,stateEstimate.z,
23439,-0.055757004767656326,-0.024478014558553696,0.42546138167381287,
23449,-0.04715234041213989,-0.026091208681464195,0.425918310880661,
23459,-0.057173870503902435,-0.02309248223900795,0.4263511300086975,
23469,-0.0475652702152729,-0.024625662714242935,0.42663004994392395,
23479,-0.06883879005908966,-0.022710857912898064,0.4270366132259369,
23489,-0.07021518796682358,-0.02108732797205448,0.4274339973926544,
23499,-0.07069283723831177,-0.020955076441168785,0.42780938744544983,
23509,-0.0695793405175209,-0.020892996340990067,0.4274654686450958,
23519,-0.06546046584844589,-0.022207627072930336,0.4277799129486084,
23529,-0.07138136774301529,-0.021911194548010826,0.42807260155677795,
23539,-0.06995031982660294,-0.02045651338994503,0.428363561630249,
23549,-0.07113787531852722,-0.02053103782236576,0.4299541115760803,
23559,-0.07156586647033691,-0.020399615168571472,0.4302944540977478,
23569,-0.07133307307958603,-0.021864989772439003,0.43063050508499146,
23579,-0.07673130184412003,-0.020391341298818588,0.43096113204956055,
23589,-0.07517598569393158,-0.020440686494112015,0.43129509687423706,
23599,-0.07562682032585144,-0.020312169566750526,0.4318973124027252,
23609,-0.07608246803283691,-0.020183227956295013,0.4322187006473541,
23619,-0.07715757191181183,-0.02005658484995365,0.4325219690799713,
23629,-0.07544273138046265,-0.021346837282180786,0.4328153133392334,
23639,-0.07674448937177658,-0.021254708990454674,0.4331522285938263,
23649,-0.07534921169281006,-0.021227113902568817,0.4333939254283905,
23659,-0.07677529007196426,-0.02105417661368847,0.4336111545562744,
23669,-0.07719922810792923,-0.020940573886036873,0.43380460143089294,
23679,-0.07718484103679657,-0.02093752659857273,0.4346067011356354,
23689,-0.08018352091312408,-0.020673496648669243,0.4348231256008148,
23699,-0.07743620127439499,-0.02335490472614765,0.43503817915916443,
23709,-0.07782652974128723,-0.02162752114236355,0.4354645013809204,
23719,-0.07823644578456879,-0.021516887471079826,0.4356764853000641,
23729,-0.07822632789611816,-0.021511320024728775,0.4365832805633545,
23739,-0.08238479495048523,-0.021499376744031906,0.43684038519859314,
23749,-0.08926662057638168,-0.019968640059232712,0.43709108233451843,
23759,-0.08324726670980453,-0.02016342058777809,0.43737515807151794,
23769,-0.07863034307956696,-0.02167026698589325,0.43662405014038086,
23779,-0.08824846148490906,-0.021519238129258156,0.4368289113044739,
23789,-0.07814272493124008,-0.021774398162961006,0.43705466389656067,
23799,-0.07692936062812805,-0.021764326840639114,0.4374995231628418,
23809,-0.07692611217498779,-0.02177717722952366,0.4361715316772461,
23819,-0.09926033020019531,-0.021298065781593323,0.43630358576774597,
23829,-0.10680892318487167,-0.019480109214782715,0.4365563988685608,
23839,-0.10680892318487167,-0.019480109214782715,0.4365563988685608,
23849,-0.10615576058626175,-0.017996925860643387,0.43666794896125793,
23859,-0.10646898299455643,-0.019218405708670616,0.4373728632926941,
23869,-0.10725095868110657,-0.019029147922992706,0.43747395277023315,
23879,-0.10725095868110657,-0.019029147922992706,0.43747395277023315,
23889,-0.1065940335392952,-0.01780175231397152,0.43756353855133057,
23899,-0.10783256590366364,-0.017963089048862457,0.43624693155288696,
23909,-0.10783256590366364,-0.017963089048862457,0.43624693155288696,
23919,-0.1086002066731453,-0.017741065472364426,0.4362832009792328,
23929,-0.10937024652957916,-0.017512869089841843,0.4363219141960144,
23939,-0.11305595189332962,-0.014999044127762318,0.43696993589401245,
23949,-0.10788977891206741,-0.02019532397389412,0.43701720237731934,
23959,-0.10861361026763916,-0.020002564415335655,0.4370533227920532,
23969,-0.10933724790811539,-0.019805874675512314,0.4370787441730499,
23979,-0.11006024479866028,-0.01960557885468006,0.43711164593696594,
23989,-0.10867342352867126,-0.012184941209852695,0.43630847334861755,
23999,-0.10867342352867126,-0.012184941209852695,0.43630847334861755,
24009,-0.10789485275745392,-0.016990408301353455,0.4363287091255188,
24019,-0.12207519263029099,-0.01184525340795517,0.4363342821598053,
24029,-0.12751047313213348,-0.011890346184372902,0.4362032115459442,
24039,-0.12751047313213348,-0.011890346184372902,0.4362032115459442,
24049,-0.1284329891204834,-0.011567351408302784,0.43620651960372925,
24059,-0.12901423871517181,-0.013243738561868668,0.43621721863746643,
24069,-0.1280646175146103,-0.010410998947918415,0.43651777505874634,
24079,-0.1285909116268158,-0.009194574318826199,0.43654531240463257,
24089,-0.12752825021743774,-0.011029800400137901,0.4365686774253845,
24099,-0.12657319009304047,-0.00982644036412239,0.4365811347961426,
24109,-0.12572772800922394,-0.008694056421518326,0.43658238649368286,
24119,-0.12650302052497864,-0.008326699025928974,0.4367418885231018,
24129,-0.1270803064107895,-0.007138988934457302,0.4367401897907257,
24139,-0.12784196436405182,-0.006751434411853552,0.4367217719554901,
24149,-0.12719157338142395,-0.004048413131386042,0.4367053210735321,
24159,-0.12662994861602783,0.00013396401482168585,0.4367991089820862,
24169,-0.127772718667984,-0.004681919701397419,0.436794638633728,
24179,-0.12878632545471191,-0.00488718505948782,0.436797559261322,
24189,-0.12975111603736877,-0.0036613629199564457,0.4367888867855072,
24199,-0.13214819133281708,-0.006827912759035826,0.43611112236976624,
24209,-0.13286319375038147,-0.006457064766436815,0.4360487759113312,
24219,-0.12472149729728699,-0.006828709505498409,0.43597412109375,
24229,-0.12394967675209045,0.007760915439575911,0.4358753561973572,
24239,-0.12645915150642395,0.00750047666952014,0.43549197912216187,
24249,-0.12701267004013062,0.008087219670414925,0.435403048992157,
24259,-0.12755751609802246,0.008679045364260674,0.4353361427783966,
24269,-0.12809360027313232,0.009276004508137703,0.43527862429618835,
24279,-0.12862072885036469,0.009878046810626984,0.4352216422557831,
24289,-0.12982255220413208,0.006153846625238657,0.4347159266471863,
24299,-0.1278277039527893,0.002185218269005418,0.4346688389778137,
24309,-0.1282973438501358,0.0026596200186759233,0.43460944294929504,
24319,-0.12321964651346207,0.0019512019352987409,0.43454721570014954,
24329,-0.12434478849172592,0.0075949388556182384,0.4350377321243286,
24339,-0.12867245078086853,0.010324336588382721,0.4349849820137024,
24349,-0.12824606895446777,0.008141307160258293,0.4349364638328552,
24359,-0.12478622049093246,0.015246549621224403,0.43487775325775146,
24369,-0.12603652477264404,0.01484918687492609,0.4363524615764618,
24379,-0.12728215754032135,0.014435432851314545,0.43639326095581055,
24389,-0.12258582562208176,0.013967637903988361,0.4364461600780487,
