time,stateEstimate.x,stateEstimate.y,stateEstimate.z
45593,0.507398247718811,0.49599015712738037,0.02597062662243843
45693,0.5076946020126343,0.49676376581192017,0.030163099989295006
45793,0.5068824887275696,0.49647659063339233,0.038218531757593155
45893,0.5077109932899475,0.49674656987190247,0.03034229576587677
45993,0.5079491138458252,0.4965839684009552,0.03389917314052582
46093,0.5070731043815613,0.4965287744998932,0.035637274384498596
46193,0.508131742477417,0.49652981758117676,0.041558459401130676
46293,0.5077359080314636,0.4960291385650635,0.03459717333316803
46393,0.5073614120483398,0.496329128742218,0.035604629665613174
46493,0.5088266134262085,0.4966627359390259,0.026996219530701637
46593,0.507311999797821,0.4963821470737457,0.018338074907660484
46693,0.515165388584137,0.4907768964767456,0.02902081236243248
46793,0.5227783918380737,0.48747318983078003,0.027421560138463974
46893,0.5283394455909729,0.5024051070213318,-0.006395160686224699
46993,0.5346187353134155,0.5233189463615417,0.008626502938568592
47093,0.5177459716796875,0.5087773203849792,-0.04712548106908798
47193,0.48468464612960815,0.4893680214881897,0.01340752374380827
47293,0.48135247826576233,0.47856348752975464,0.05877331271767616
47393,0.4799291491508484,0.4723464250564575,0.12180974334478378
47493,0.48868754506111145,0.47696802020072937,0.135202094912529
47593,0.4960039556026459,0.4793543219566345,0.1369575411081314
47693,0.49905937910079956,0.47448304295539856,0.1537579596042633
47793,0.5035932660102844,0.46705639362335205,0.1962493360042572
47893,0.5062077641487122,0.4797828793525696,0.24666881561279297
47993,0.5068091750144958,0.48076963424682617,0.29708418250083923
48093,0.5072241425514221,0.4929172992706299,0.3601885437965393
48193,0.49808430671691895,0.4997459352016449,0.4308922290802002
48293,0.5009045600891113,0.4763796031475067,0.49560853838920593
48393,0.4996330142021179,0.4724317491054535,0.5559048652648926
48493,0.49005380272865295,0.4668465852737427,0.5998377799987793
48593,0.4824342727661133,0.4647279679775238,0.6254963278770447
48693,0.4683384597301483,0.46709850430488586,0.6423907279968262
48793,0.4638526439666748,0.47459885478019714,0.6488322615623474
48893,0.45644107460975647,0.47813230752944946,0.6370291709899902
48993,0.45146581530570984,0.48666560649871826,0.6208698153495789
49093,0.4529034197330475,0.4931083917617798,0.6082392334938049
49193,0.4488031268119812,0.49226540327072144,0.6041088104248047
49293,0.4492930471897125,0.4898563027381897,0.6029181480407715
49393,0.45086491107940674,0.49152109026908875,0.6058226227760315
49493,0.44976991415023804,0.48893648386001587,0.6156668663024902
49593,0.4482226073741913,0.48779624700546265,0.6210384368896484
49693,0.4534318745136261,0.4867035448551178,0.6336631774902344
49793,0.44879981875419617,0.4915868043899536,0.6402669548988342
49893,0.4516729712486267,0.4843791425228119,0.6471661925315857
49993,0.4561755061149597,0.47676756978034973,0.655070424079895
50093,0.45100894570350647,0.4812595844268799,0.6619935035705566
50193,0.449918657541275,0.4820064604282379,0.6658914685249329
50293,0.45031991600990295,0.4793809652328491,0.6704661250114441
50393,0.45495712757110596,0.4831092059612274,0.6716591119766235
50493,0.45248886942863464,0.4858923554420471,0.6610360741615295
50593,0.452887624502182,0.48336461186408997,0.6632426381111145
50693,0.4508478343486786,0.4863172173500061,0.655780017375946
50793,0.4547635018825531,0.4886361062526703,0.6453328728675842
50893,0.4495956301689148,0.485260933637619,0.6450249552726746
50993,0.451321005821228,0.48689934611320496,0.6441525220870972
51093,0.45675426721572876,0.4869576096534729,0.6548517346382141
51193,0.45724961161613464,0.48907047510147095,0.6506026983261108
51293,0.4659234583377838,0.4839455783367157,0.647806704044342
51393,0.4716196060180664,0.4868548810482025,0.6441531777381897
51493,0.494525671005249,0.4890331029891968,0.6451380252838135
51593,0.5183679461479187,0.4881405532360077,0.6474725604057312
51693,0.537251889705658,0.487265020608902,0.6547921895980835
51793,0.5701342821121216,0.48556119203567505,0.6468235850334167
51893,0.6051391959190369,0.48629772663116455,0.6467825770378113
51993,0.6471284031867981,0.4850767254829407,0.6386805176734924
52093,0.6935758590698242,0.48901498317718506,0.6340938210487366
52193,0.7442403435707092,0.4897564649581909,0.6363601684570312
52293,0.7993600964546204,0.4888181984424591,0.6384666562080383
52393,0.8536381721496582,0.49056872725486755,0.637101411819458
52493,0.9144626259803772,0.48779118061065674,0.6465831995010376
52593,0.9763618111610413,0.48817718029022217,0.651138961315155
52693,1.0392682552337646,0.48900172114372253,0.6514481902122498
52793,1.1161201000213623,0.4848668575286865,0.6524268984794617
52893,1.2052253484725952,0.48149290680885315,0.6556486487388611
52993,1.3031529188156128,0.47797539830207825,0.6591258645057678
53093,1.4051897525787354,0.47411131858825684,0.6493116617202759
