time,acc.z,
13856,0.995957612991333,
13956,0.9990167021751404,
14056,0.999578595161438,
14156,0.9990827441215515,
14256,0.9998942613601685,
14356,1.0000401735305786,
14456,1.0021451711654663,
14556,1.0002853870391846,
14656,0.9993188977241516,
14756,1.0023531913757324,
14856,0.9986270666122437,
14956,0.999783992767334,
15056,1.000760793685913,
15156,0.9978997111320496,
15256,0.9993503093719482,
15356,1.0005019903182983,
15456,0.9991058111190796,
15556,0.9997718334197998,
15656,0.9993463158607483,
15756,0.9991364479064941,
15856,0.9995425343513489,
15956,0.9989782571792603,
16056,1.0100468397140503,
16156,1.0777250528335571,
16256,1.1546417474746704,
16356,1.0558772087097168,
16456,1.0413767099380493,
16556,0.9449219107627869,
16656,0.7976112365722656,
16756,0.9930053949356079,
16856,0.9594587683677673,
16956,0.8492268323898315,
17056,1.0423375368118286,
17156,1.301882028579712,
17256,1.1206014156341553,
17356,0.8640738725662231,
17456,0.8089697360992432,
17556,1.0087562799453735,
17656,1.042611837387085,
17756,1.1108890771865845,
17856,1.0396099090576172,
17956,1.0360857248306274,
18056,0.9635666608810425,
18156,0.9332326054573059,
18256,0.9432564377784729,
18356,0.9066073298454285,
18456,0.9831789135932922,
18556,0.9453770518302917,
18656,0.9568154811859131,
18756,1.0005807876586914,
18856,1.0085217952728271,
18956,1.0097395181655884,
19056,1.0108264684677124,
19156,1.004727840423584,
19256,0.994441568851471,
19356,0.9763301014900208,
19456,1.0033525228500366,
19556,0.989259660243988,
19656,0.9992539882659912,
19756,1.005186676979065,
19856,1.0000978708267212,
19956,1.0319384336471558,
20056,0.9893612861633301,
20156,1.0278208255767822,
20256,0.965263843536377,
20356,1.0026769638061523,
20456,1.0253212451934814,
20556,1.0436068773269653,
20656,1.0182392597198486,
20756,0.9937019944190979,
20856,0.9838415384292603,
20956,0.9946876764297485,
21056,1.0015177726745605,
21156,1.0171990394592285,
21256,1.038501262664795,
21356,0.9919801354408264,
21456,1.0202847719192505,
21556,1.0565305948257446,
21656,1.0403282642364502,
21756,0.9868497252464294,
21856,1.023602843284607,
21956,0.9979456663131714,
22056,1.0141186714172363,
22156,0.991779625415802,
22256,0.96309894323349,
22356,1.0069211721420288,
22456,1.0224692821502686,
22556,1.0001710653305054,
22656,1.0390504598617554,
22756,0.9802822470664978,
22856,0.9935227632522583,
22956,1.0115634202957153,
23056,1.0212316513061523,
23156,0.9525748491287231,
23256,1.015102505683899,
23356,0.950194239616394,
23456,1.0211905241012573,
23556,0.9822942614555359,
23656,1.0426969528198242,
23756,1.0448033809661865,
23856,1.0034301280975342,
23956,0.9848845601081848,
24056,0.99699467420578,
24156,0.9904547929763794,
24256,1.0111716985702515,
24356,1.0005488395690918,
24456,1.0016210079193115,
24556,1.0037230253219604,
24656,1.0014897584915161,
24756,1.0145155191421509,
24856,0.9945277571678162,
24956,1.0320031642913818,
25056,0.985977053642273,
25156,1.0127171277999878,
25256,1.0194224119186401,
25356,0.9643989205360413,
25456,0.9894589781761169,
25556,1.0486611127853394,
25656,0.9970380663871765,
25756,1.013774037361145,
25856,0.9940718412399292,
25956,1.0018651485443115,
26056,1.029754877090454,
26156,1.0050065517425537,
26256,1.0016655921936035,
26356,0.9974637031555176,
26456,1.0263652801513672,
26556,0.9847880005836487,
26656,0.9975571632385254,
26756,0.9942641854286194,
26856,0.9839683771133423,
26956,1.0220143795013428,
27056,1.001189947128296,
27156,1.0325875282287598,
27256,1.0167429447174072,
27356,1.0060421228408813,
27456,1.057720422744751,
27556,0.9998751878738403,
27656,1.009742259979248,
27756,0.988922655582428,
27856,1.0315601825714111,
27956,1.0098676681518555,
28056,1.0025454759597778,
28156,0.9825443625450134,
28256,0.9960470199584961,
28356,1.0167347192764282,
28456,0.9784225821495056,
28556,1.004438877105713,
28656,1.002816915512085,
28756,0.980471134185791,
28856,0.9818844795227051,
28956,1.0086171627044678,
29056,1.023453712463379,
29156,0.9712613224983215,
29256,1.000647783279419,
29356,1.0122478008270264,
