time,motor.m1,motor.m2,motor.m3,motor.m4,
13857,0,0,0,0,
13957,0,0,0,0,
14057,0,0,0,0,
14157,0,0,0,0,
14257,0,0,0,0,
14357,0,0,0,0,
14457,0,0,0,0,
14557,0,0,0,0,
14657,0,0,0,0,
14757,0,0,0,0,
14857,0,0,0,0,
14957,0,0,0,0,
15057,0,0,0,0,
15157,0,0,0,0,
15257,0,0,0,0,
15357,0,0,0,0,
15457,0,0,0,0,
15557,0,0,0,0,
15657,0,0,0,0,
15757,0,0,0,0,
15857,0,0,0,0,
15957,36905,37261,37783,34863,
16057,34948,23948,27014,34710,
16157,41713,30755,32941,38463,
16257,46219,37457,34287,36617,
16357,37244,46128,43192,37992,
16457,31469,36935,40707,29529,
16557,38363,37381,39047,38801,
16657,46283,41843,32953,33809,
16757,45430,55602,46284,28676,
16857,24219,34301,34149,28455,
16957,48282,41694,33740,39588,
17057,55180,39140,45522,56994,
17157,56269,53631,54013,50027,
17257,36579,26939,35867,36759,
17357,34719,36039,43215,33723,
17457,46610,37682,40498,41626,
17557,48781,38593,46119,47163,
17657,47503,42943,47701,42765,
17757,47822,43548,47584,41622,
17857,45525,40053,43457,38093,
17957,44817,39149,41269,38277,
18057,39565,40521,42267,34355,
18157,43526,39480,35372,31942,
18257,39102,35140,41754,37492,
18357,40161,37049,42775,37147,
18457,44081,37597,41265,37793,
18557,43374,38848,43264,37398,
18657,43620,39120,43964,38384,
18757,43381,41321,45599,37831,
18857,45714,42308,45394,38800,
18957,46642,41488,44732,39974,
19057,45854,41002,45384,39812,
19157,46593,39799,44143,40029,
19257,45042,41300,44546,37892,
19357,44476,41558,44664,37162,
19457,45673,40481,43473,38069,
19557,44495,39713,44187,37949,
19657,46298,40940,43186,37672,
19757,45185,40137,44053,39101,
19857,43529,39081,45519,39695,
19957,46474,40390,42284,37840,
20057,45639,41265,42797,37459,
20157,45080,40002,43424,38454,
20257,44844,40082,44668,39706,
20357,45053,41811,44649,38219,
20457,45401,41403,44791,38997,
20557,45185,41283,45097,39115,
20657,44054,39570,44372,39072,
20757,42780,39782,44314,38276,
20857,44392,42512,43796,36792,
20957,46001,41159,42511,38733,
21057,44352,39040,43864,40436,
21157,41377,40581,45771,37747,
21257,45423,42965,41181,35611,
21357,45251,37839,42403,42063,
21457,42694,40738,45558,39846,
21557,44374,44032,43242,36364,
21657,45065,39149,42327,40971,
21757,43368,40350,44034,39468,
21857,44938,42980,42558,37332,
21957,44215,41339,43103,39215,
22057,45958,37760,41852,42482,
22157,43185,41275,43971,38713,
22257,42974,43346,44570,37082,
22357,46285,39833,41901,41005,
22457,42889,40319,45149,40503,
22557,44030,42798,43712,38068,
22657,45138,40218,43304,40696,
22757,44187,39347,43955,41459,
22857,43186,41114,44548,39236,
22957,44439,39493,42433,40483,
23057,44290,41102,42190,39174,
23157,43322,40424,42524,40474,
23257,44271,40765,41965,40507,
23357,43742,41810,43182,39614,
23457,44034,42502,43420,39692,
23557,44126,42534,44004,40060,
23657,43989,41907,44131,40945,
23757,43511,41037,43827,40813,
23857,44490,41018,42832,40684,
