time,stabilizer.thrust,
44321,56474.0,
44421,28818.0,
44521,1118.0,
44621,34355.0,
44721,5425.0,
44821,30959.0,
44921,27791.0,
45021,8084.0,
45121,26182.0,
45221,26588.0,
45321,63557.0,
45421,25290.0,
45521,60510.0,
45621,58869.0,
45721,35406.0,
45821,15130.0,
45921,46946.0,
46021,33199.0,
46121,20897.0,
46221,56183.0,
46321,8356.0,
46421,28424.0,
46521,39478.0,
46621,42652.0,
46721,60252.0,
46821,53890.0,
46921,44587.0,
47021,56361.0,
47121,730.0,
47221,54020.0,
47321,55827.0,
47421,41862.0,
47521,7836.0,
47621,59079.0,
47721,64404.0,
47821,2180.0,
47921,56395.0,
48021,30542.0,
48121,54187.0,
48221,1767.0,
48321,30562.0,
48421,42694.0,
48521,48888.0,
48621,9510.0,
48721,36457.0,
48821,27523.0,
48921,1222.0,
49021,7902.0,
49121,10537.0,
49221,45504.0,
49321,45690.0,
49421,19150.0,
49521,9409.0,
49621,9693.0,
49721,41486.0,
49821,22803.0,
49921,3016.0,
50021,31230.0,
50121,24508.0,
50221,6495.0,
50321,9398.0,
50421,35061.0,
50521,10477.0,
50621,27553.0,
50721,63003.0,
50821,56506.0,
50921,36058.0,
51021,44603.0,
51121,33534.0,
51221,47621.0,
51321,62067.0,
51421,33927.0,
51521,64913.0,
51621,27417.0,
51721,26536.0,
51821,65269.0,
51921,54706.0,
52021,451.0,
52121,23454.0,
52221,1823.0,
52321,62357.0,
52421,44329.0,
52521,17121.0,
52621,6092.0,
52721,56026.0,
52821,32127.0,
52921,22842.0,
53021,63456.0,
53121,56509.0,
53221,48583.0,
53321,235.0,
53421,8297.0,
53521,19399.0,
53621,40832.0,
53721,37826.0,
53821,62848.0,
53921,19880.0,
54021,19781.0,
54121,25275.0,
54221,26767.0,
54321,45933.0,
54421,29771.0,
54521,3842.0,
54621,40338.0,
54721,62251.0,
54821,50409.0,
54921,3738.0,
55021,50716.0,
55121,42400.0,
55221,46406.0,
55321,48545.0,
55421,62979.0,
55521,11565.0,
55621,63680.0,
55721,61018.0,
55821,38897.0,
55921,54706.0,
56021,52675.0,
56121,17144.0,
56221,41665.0,
56321,21019.0,
56421,5702.0,
56521,49378.0,
56621,19448.0,
56721,51083.0,
56821,24320.0,
56921,17508.0,
57021,44679.0,
57121,48385.0,
57221,44217.0,
57321,8431.0,
57421,51915.0,
57521,3238.0,
57621,30818.0,
57721,1069.0,
57821,19309.0,
57921,30333.0,
58021,7155.0,
58121,3880.0,
58221,6547.0,
58321,49000.0,
58421,10551.0,
58521,15203.0,
58621,33302.0,
58721,12803.0,
58821,38141.0,
58921,22737.0,
59021,19756.0,
59121,62395.0,
59221,15199.0,
59321,46995.0,
59421,4407.0,
59521,59417.0,
59621,64866.0,
59721,20852.0,
59821,26962.0,
59921,42686.0,
60021,58743.0,
60121,54979.0,
60221,21043.0,
60321,18691.0,
60421,28666.0,
60521,28425.0,
60621,32562.0,
60721,31547.0,
60821,500.0,
60921,43194.0,
61021,11219.0,
61121,47063.0,
61221,39740.0,
61321,6029.0,
61421,57298.0,
61521,42485.0,
61621,61273.0,
61721,54796.0,
61821,47833.0,
61921,6537.0,
62021,3925.0,
62121,37133.0,
62221,30910.0,
62321,62648.0,
62421,27193.0,
62521,35929.0,
62621,27650.0,
62721,21418.0,
62821,41043.0,
62921,58995.0,
63021,11255.0,
63121,18706.0,
63221,39814.0,
63321,63049.0,
63421,54434.0,
63521,52909.0,
63621,17584.0,
63721,44802.0,
63821,2172.0,
63921,28650.0,
64021,27817.0,
64121,15152.0,
64221,43065.0,
64321,1897.0,
64421,44251.0,
64521,60439.0,
64621,62141.0,
64721,32935.0,
64821,49574.0,
64921,55969.0,
65021,62924.0,
65121,49286.0,
65221,531.0,
65321,52614.0,
65421,45919.0,
65521,37720.0,
65621,19961.0,
65721,13501.0,
65821,61520.0,
65921,42972.0,
66021,7501.0,
66121,41158.0,
66221,57424.0,
66321,44451.0,
66421,25596.0,
66521,48965.0,
66621,46090.0,
66721,45485.0,
66821,4822.0,
66921,48232.0,
67021,61667.0,
67121,26085.0,
67221,27457.0,
67321,5053.0,
67421,65264.0,
67521,56081.0,
67621,35678.0,
67721,36539.0,
67821,3254.0,
67921,38779.0,
68021,36457.0,
68121,2369.0,
68221,11402.0,
68321,39531.0,
68421,52390.0,
68521,9706.0,
68621,53632.0,
68721,41077.0,
68821,10397.0,
68921,56391.0,
69021,30725.0,
69121,6960.0,
69221,4831.0,
69321,44983.0,
69421,49922.0,
69521,21098.0,
69621,62854.0,
69721,51791.0,
69821,52874.0,
69921,2340.0,
70021,54846.0,
70121,9976.0,
70221,1512.0,
70321,20162.0,
70421,14792.0,
70521,57947.0,
70621,40443.0,
70721,10469.0,
70821,35628.0,
70921,33204.0,
71021,24651.0,
71121,33879.0,
71221,16683.0,
71321,9966.0,
71421,58508.0,
71521,37359.0,
71621,2937.0,
71721,32201.0,
71821,11691.0,
71921,46015.0,
72021,53699.0,
72121,61968.0,
72221,11645.0,
72321,61693.0,
72421,60749.0,
72521,63604.0,
72621,42664.0,
72721,64124.0,
72821,47493.0,
72921,35368.0,
73021,49705.0,
73121,38125.0,
73221,32569.0,
73321,54984.0,
73421,26960.0,
73521,52292.0,
73621,19895.0,
73721,54296.0,
73821,3460.0,
73921,40503.0,
74021,41545.0,
74121,45083.0,
74221,58608.0,
74321,59308.0,
74421,59760.0,
74521,57081.0,
74621,37358.0,
74721,27374.0,
74821,26046.0,
74921,55278.0,
75021,49829.0,
75121,44615.0,
75221,36267.0,
75321,64327.0,
75421,46971.0,
75521,34612.0,
75621,59802.0,
75721,4774.0,
75821,11749.0,
75921,42594.0,
76021,24552.0,
76121,49869.0,
76221,38524.0,
76321,35268.0,
76421,62696.0,
76521,7501.0,
76621,36593.0,
76721,16001.0,
76821,2354.0,
76921,45983.0,
77021,54826.0,
77121,60561.0,
77221,19441.0,
77321,35543.0,
77421,11256.0,
77521,15158.0,
77621,17707.0,
77721,25833.0,
77821,26797.0,
77921,47966.0,
78021,10098.0,
78121,9218.0,
78221,61876.0,
78321,6260.0,
78421,3674.0,
78521,48060.0,
78621,33986.0,
78721,28700.0,
78821,30129.0,
78921,16005.0,
79021,21098.0,
79121,52086.0,
79221,12474.0,
79321,33487.0,
79421,32010.0,
79521,18569.0,
79621,28504.0,
79721,53088.0,
79821,22803.0,
79921,14613.0,
80021,39580.0,
80121,59568.0,
80221,31638.0,
80321,49750.0,
80421,11026.0,
80521,61720.0,
80621,24.0,
80721,10980.0,
80821,34410.0,
80921,13080.0,
81021,40335.0,
81121,19338.0,
81221,48917.0,
81321,57696.0,
81421,15875.0,
81521,53539.0,
81621,53206.0,
81721,20068.0,
81821,52900.0,
81921,62737.0,
82021,15512.0,
82121,55299.0,
82221,26576.0,
82321,44116.0,
82421,36733.0,
82521,39686.0,
82621,64740.0,
82721,19644.0,
82821,11872.0,
82921,57202.0,
83021,7522.0,
83121,37641.0,
83221,5436.0,
83321,20243.0,
83421,34715.0,
83521,13091.0,
83621,5722.0,
83721,26526.0,
83821,21528.0,
83921,29038.0,
84021,13833.0,
84121,63533.0,
84221,33688.0,
84321,12046.0,
84421,31252.0,
84521,44812.0,
84621,62118.0,
84721,61025.0,
84821,27322.0,
84921,11178.0,
85021,2383.0,
85121,45283.0,
85221,18509.0,
85321,14395.0,
85421,3505.0,
85521,33535.0,
85621,26679.0,
85721,60157.0,
85821,7358.0,
85921,9039.0,
86021,48393.0,
86121,16825.0,
86221,19599.0,
86321,16064.0,
86421,61422.0,
86521,23958.0,
86621,1053.0,
86721,63600.0,
86821,52210.0,
86921,22704.0,
87021,27871.0,
87121,51698.0,
87221,56989.0,
87321,31646.0,
87421,11279.0,
87521,55652.0,
87621,12531.0,
87721,49550.0,
87821,20162.0,
87921,44026.0,
88021,15194.0,
88121,15345.0,
88221,29920.0,
88321,45275.0,
88421,37538.0,
88521,21651.0,
88621,25070.0,
88721,3858.0,
88821,49176.0,
88921,58266.0,
89021,19963.0,
89121,9024.0,
89221,62132.0,
89321,51785.0,
89421,605.0,
89521,51811.0,
89621,1066.0,
89721,60461.0,
89821,4087.0,
89921,57957.0,
90021,29493.0,
90121,772.0,
90221,42193.0,
90321,47932.0,
90421,37949.0,
90521,12341.0,
90621,38449.0,
90721,26748.0,
90821,57064.0,
90921,13850.0,
91021,41953.0,
91121,5778.0,
91221,30726.0,
91321,29205.0,
91421,16135.0,
91521,52700.0,
91621,56118.0,
91721,65336.0,
91821,1538.0,
91921,7870.0,
92021,131.0,
92121,35594.0,
92221,27711.0,
92321,27898.0,
92421,16474.0,
92521,54598.0,
92621,62158.0,
92721,62687.0,
92821,18453.0,
92921,19249.0,
93021,61562.0,
93121,22708.0,
93221,64767.0,
93321,44851.0,
93421,51623.0,
93521,57879.0,
93621,14809.0,
93721,41257.0,
93821,17885.0,
93921,2886.0,
94021,33571.0,
94121,12191.0,
94221,16596.0,
94321,27470.0,
94421,16490.0,
94521,48811.0,
94621,53698.0,
94721,4931.0,
94821,758.0,
94921,62014.0,
95021,9432.0,
95121,6940.0,
95221,50497.0,
95321,36054.0,
95421,29574.0,
95521,2349.0,
95621,10923.0,
95721,37353.0,
95821,28243.0,
95921,53448.0,
96021,34037.0,
96121,46503.0,
96221,5891.0,
96321,7493.0,
96421,19839.0,
96521,3509.0,
96621,36107.0,
96721,13147.0,
96821,50028.0,
96921,11418.0,
97021,65092.0,
97121,39490.0,
97221,17416.0,
97321,25647.0,
97421,46013.0,
97521,1156.0,
97621,15765.0,
97721,6046.0,
97821,47038.0,
97921,41964.0,
98021,5506.0,
98121,30.0,
98221,11734.0,
98321,14235.0,
98421,44031.0,
98521,24750.0,
98621,65317.0,
98721,1307.0,
98821,11997.0,
98921,22364.0,
99021,44495.0,
99121,14153.0,
99221,10933.0,
99321,15936.0,
99421,60843.0,
99521,33456.0,
99621,60204.0,
99721,42687.0,
99821,50223.0,
99921,22595.0,
100021,63413.0,
100121,63010.0,
100221,6448.0,
100321,58143.0,
100421,35710.0,
100521,29818.0,
100621,46288.0,
100721,35161.0,
100821,53850.0,
100921,5837.0,
101021,60889.0,
101121,57674.0,
101221,29020.0,
101321,4193.0,
101421,36445.0,
101521,44356.0,
101621,41411.0,
101721,42527.0,
101821,45985.0,
101921,47462.0,
102021,52843.0,
102121,59393.0,
102221,56323.0,
102321,21722.0,
102421,6807.0,
102521,34312.0,
102621,39356.0,
102721,25015.0,
102821,60602.0,
102921,62999.0,
103021,5185.0,
103121,52421.0,
103221,34956.0,
103321,9070.0,
103421,30325.0,
103521,50657.0,
103621,30642.0,
103721,42792.0,
103821,12678.0,
103921,37597.0,
104021,59168.0,
104121,55424.0,
104221,14146.0,
104321,61715.0,
104421,14191.0,
104521,30917.0,
104621,21233.0,
104721,9806.0,
104821,1885.0,
104921,48688.0,
105021,32681.0,
105121,9311.0,
105221,37783.0,
105321,22645.0,
105421,42668.0,
105521,20625.0,
105621,63640.0,
105721,9547.0,
105821,49638.0,
105921,33827.0,
106021,30077.0,
106121,42484.0,
106221,46045.0,
106321,53444.0,
106421,35722.0,
106521,26731.0,
106621,6171.0,
106721,56128.0,
106821,57784.0,
106921,59571.0,
107021,22386.0,
107121,53196.0,
107221,10686.0,
107321,61098.0,
107421,47843.0,
107521,14314.0,
107621,20509.0,
107721,26808.0,
107821,12333.0,
107921,51620.0,
108021,25193.0,
108121,56955.0,
108221,46186.0,
108321,21523.0,
108421,2538.0,
108521,41.0,
108621,60472.0,
108721,10368.0,
108821,38323.0,
108921,16890.0,
109021,57647.0,
109121,65515.0,
109221,65467.0,
109321,437.0,
109421,25803.0,
109521,1410.0,
109621,25612.0,
109721,57693.0,
109821,12080.0,
109921,2736.0,
110021,38631.0,
110121,48417.0,
110221,47001.0,
110321,2659.0,
110421,57444.0,
110521,34921.0,
110621,27787.0,
110721,52472.0,
110821,43312.0,
110921,64792.0,
111021,55920.0,
111121,57068.0,
111221,61525.0,
111321,28317.0,
111421,55086.0,
111521,54155.0,
111621,56977.0,
111721,33802.0,
111821,24862.0,
111921,36223.0,
112021,64364.0,
112121,59240.0,
112221,3356.0,
112321,33628.0,
112421,56168.0,
112521,11295.0,
112621,26007.0,
112721,64201.0,
112821,56640.0,
112921,58058.0,
113021,48641.0,
113121,38689.0,
113221,5135.0,
113321,707.0,
113421,25403.0,
113521,13105.0,
113621,42418.0,
113721,33714.0,
113821,62187.0,
113921,37382.0,
114021,46810.0,
114121,20864.0,
114221,55378.0,
114321,21646.0,
114421,40554.0,
114521,12546.0,
114621,1166.0,
114721,1012.0,
114821,29107.0,
114921,48836.0,
115021,56556.0,
115121,60937.0,
115221,50032.0,
115321,14431.0,
115421,6427.0,
115521,45003.0,
115621,5063.0,
115721,58754.0,
115821,46315.0,
115921,24863.0,
116021,38858.0,
116121,30624.0,
116221,16178.0,
116321,52685.0,
116421,20841.0,
116521,1048.0,
116621,13698.0,
116721,41634.0,
116821,33065.0,
116921,44566.0,
117021,47327.0,
117121,6604.0,
117221,18607.0,
117321,35662.0,
117421,58731.0,
117521,8636.0,
117621,60779.0,
117721,26412.0,
117821,15386.0,
117921,48446.0,
118021,49005.0,
118121,11845.0,
118221,29064.0,
118321,37295.0,
118421,19168.0,
118521,51472.0,
118621,57105.0,
118721,63600.0,
118821,44962.0,
118921,43869.0,
119021,20683.0,
119121,26843.0,
119221,51053.0,
119321,63483.0,
119421,18446.0,
119521,20733.0,
119621,21512.0,
119721,51651.0,
119821,49362.0,
119921,57104.0,
120021,24750.0,
120121,63370.0,
120221,11984.0,
120321,36019.0,
120421,17885.0,
120521,63406.0,
120621,6883.0,
120721,51615.0,
120821,55337.0,
120921,44730.0,
121021,9171.0,
121121,52290.0,
121221,17041.0,
121321,20220.0,
121421,37716.0,
121521,46559.0,
121621,32099.0,
121721,52680.0,
121821,63644.0,
121921,6010.0,
122021,18022.0,
122121,60964.0,
122221,14840.0,
122321,14094.0,
122421,24358.0,
122521,3827.0,
122621,25445.0,
122721,48003.0,
122821,16995.0,
122921,1902.0,
123021,5689.0,
123121,4714.0,
123221,12424.0,
123321,17750.0,
123421,34195.0,
123521,39830.0,
123621,46927.0,
123721,25845.0,
123821,11285.0,
123921,33632.0,
124021,33846.0,
124121,27321.0,
124221,54360.0,
124321,29752.0,
124421,18854.0,
124521,63891.0,
124621,46989.0,
124721,28741.0,
124821,26386.0,
124921,57564.0,
125021,51932.0,
125121,53811.0,
125221,14773.0,
125321,40591.0,
125421,1368.0,
125521,51164.0,
125621,34393.0,
125721,60448.0,
125821,11487.0,
125921,59559.0,
126021,64243.0,
126121,52702.0,
126221,47994.0,
126321,13177.0,
126421,7897.0,
126521,27338.0,
126621,44607.0,
126721,50466.0,
126821,23717.0,
126921,62686.0,
127021,31225.0,
127121,30705.0,
127221,23532.0,
127321,61815.0,
127421,43687.0,
127521,41546.0,
127621,12380.0,
127721,31167.0,
127821,37019.0,
127921,38216.0,
128021,61506.0,
128121,15039.0,
128221,64056.0,
128321,20784.0,
128421,48310.0,
128521,58834.0,
128621,40324.0,
128721,54854.0,
128821,13743.0,
128921,15062.0,
129021,61281.0,
129121,31724.0,
129221,11868.0,
129321,5999.0,
129421,24471.0,
129521,31037.0,
129621,33692.0,
129721,30278.0,
129821,20098.0,
129921,57115.0,
130021,56164.0,
130121,26547.0,
130221,51554.0,
130321,15889.0,
130421,43863.0,
130521,49171.0,
130621,3087.0,
130721,48771.0,
130821,48408.0,
130921,54498.0,
131021,22826.0,
131121,65210.0,
131221,41909.0,
131321,13036.0,
131421,21068.0,
131521,47743.0,
131621,58777.0,
131721,42890.0,
131821,11108.0,
131921,64501.0,
132021,33637.0,
132121,41929.0,
132221,28879.0,
132321,48614.0,
132421,60252.0,
132521,58167.0,
132621,16796.0,
132721,7520.0,
132821,62959.0,
132921,47588.0,
133021,13910.0,
133121,57036.0,
133221,17964.0,
133321,11992.0,
133421,4454.0,
133521,32875.0,
133621,34789.0,
133721,23168.0,
133821,61962.0,
133921,36002.0,
134021,37729.0,
134121,55796.0,
134221,16477.0,
134321,59253.0,
134421,53982.0,
134521,5034.0,
134621,64622.0,
134721,45369.0,
134821,39233.0,
134921,39925.0,
135021,47328.0,
135121,61810.0,
135221,53124.0,
135321,45342.0,
135421,19122.0,
135521,14167.0,
135621,49538.0,
135721,32753.0,
135821,46491.0,
135921,27538.0,
136021,41818.0,
136121,21664.0,
136221,53799.0,
136321,24479.0,
136421,45318.0,
136521,24212.0,
136621,55828.0,
136721,29953.0,
136821,58275.0,
136921,55995.0,
137021,33736.0,
137121,63170.0,
137221,32057.0,
137321,49843.0,
137421,21283.0,
137521,58310.0,
137621,44555.0,
137721,22059.0,
137821,48437.0,
137921,54909.0,
138021,27540.0,
138121,50830.0,
138221,65266.0,
138321,32115.0,
138421,36532.0,
138521,984.0,
138621,38060.0,
138721,42746.0,
138821,20889.0,
138921,49083.0,
139021,38010.0,
139121,20650.0,
139221,12571.0,
139321,59139.0,
139421,24961.0,
139521,13410.0,
139621,19914.0,
139721,27630.0,
139821,43464.0,
139921,35489.0,
140021,36481.0,
140121,15728.0,
140221,57089.0,
140321,45875.0,
140421,41438.0,
140521,14959.0,
140621,63334.0,
140721,32290.0,
140821,20299.0,
140921,50275.0,
141021,64641.0,
141121,64756.0,
141221,24558.0,
